Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
507,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2762.108410000001,2769.006412,6.8980020000003615,5.2247,5.8980000000000015,0.6733000000000011,5.4747,5.6297000000000015,0.15500000000000025,aaa,aaa,1,,0,1,0,1,-70.0,"[5.4611, 5.6297000000000015, 5.7565, 5.8699, 5.9859, 6.1005, 6.2364000000000015, 6.368200000000001, 6.5004]","[5.5024000000000015, 5.6648000000000005, 5.7841000000000005, 5.8973, 6.013999999999999, 6.1276, 6.2589000000000015, 6.3954, 6.5225]","[3.0636, 3.1734, 3.3018, 3.6821, 3.9549, 4.0983, 4.5788, 4.6957, 5.306]","[3.0758, 3.2003000000000004, 3.3242000000000003, 3.6932, 3.9829, 4.123, 4.5969999999999995, 4.7212000000000005, 5.3381]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
508,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,2769.016910000001,2775.026612,6.0097020000002885,4.4579,5.0097000000000005,0.5518000000000001,4.7079,4.7419,0.033999999999999815,iaa,iaa,1,,0,0,1,1,70.0,"[1.8261, 1.9851]","[1.8575, 2.0202]","[3.2441, 3.3704, 3.5177, 3.6519, 3.7929, 3.9289, 4.7419, 4.9649, 5.0714000000000015, 5.1892000000000005, 5.3133, 5.4364]","[3.2598000000000003, 3.3794, 3.5433000000000003, 3.6778, 3.8173, 3.9557, 4.7691, 4.9838000000000005, 5.096, 5.2157, 5.3375, 5.4621]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
509,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,2775.05531,2780.351512,5.296201999999994,3.6873,4.2962,0.6088999999999998,3.9373,4.0279,0.0905999999999998,aaa,aaa,1,,0,1,0,1,-70.0,"[4.0279, 4.1476000000000015, 4.2593000000000005, 4.3762, 4.4927, 4.6164000000000005]","[4.0599, 4.1772, 4.2883, 4.4064000000000005, 4.5197, 4.6467]","[3.023, 3.1583, 3.7104]","[3.0319000000000003, 3.1838, 3.7261]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
510,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2780.37421,2785.817312,5.443102000000181,3.9198,4.4431,0.5233000000000003,4.1698,4.1748,0.0049999999999998926,aaa,aaa,1,,0,1,0,1,-70.0,"[4.1748, 4.3146, 4.4247000000000005, 4.548, 4.6813, 4.8003]","[4.2098, 4.3343, 4.4543, 4.5801, 4.7046, 4.8236]","[3.2622, 3.3908, 4.0114]","[3.2788, 3.4048000000000003, 4.0288]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
511,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2785.85321,2790.712312,4.8591019999998935,3.3181000000000003,3.8591,0.5409999999999999,3.5681000000000003,3.5908,0.022699999999999942,aaa,aaa,1,,0,1,0,1,-70.0,"[3.5908, 3.7227, 3.8581, 3.9924, 4.1217000000000015]","[3.6267, 3.7655, 3.8905, 4.0198, 4.1432]",[],[],20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
512,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2790.73181,2797.322612,6.590801999999712,4.9325,5.5908000000000015,0.6583000000000014,5.1825,5.322500000000002,0.14000000000000054,aaa,aaa,1,,0,1,0,1,-70.0,"[5.162000000000001, 5.322500000000002, 5.4526, 5.5693, 5.7033000000000005, 5.8340000000000005]","[5.187, 5.3607000000000005, 5.4875, 5.6017, 5.731400000000002, 5.8558]","[2.6607000000000003, 2.7889999999999997, 3.2390000000000003, 3.3808, 3.5111000000000003, 3.6669, 3.8008, 4.1262, 4.256, 4.4035]","[2.6652, 2.8157, 3.2526, 3.4043, 3.5425, 3.6726, 3.8259, 4.1436, 4.2888, 4.4319000000000015]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
513,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,2797.3553100000013,2802.404112,5.048802000000251,3.4976000000000003,4.0488,0.5511999999999997,3.7476,3.781,0.033399999999999874,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[2.8325, 2.9686000000000003, 3.6566, 3.781, 3.9061, 4.0074000000000005, 4.1161, 4.2276, 4.3481000000000005, 4.4925000000000015]","[2.8561, 2.9903, 3.6789, 3.8085, 3.917, 4.0288, 4.1401, 4.2545, 4.3754, 4.5022]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
514,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,2802.4151100000013,2807.334312,4.919202000000041,3.3181000000000003,3.9192,0.6010999999999997,3.5681000000000003,3.6509,0.08279999999999976,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6509, 3.7704, 3.8726, 3.9831, 4.1026, 4.2184]","[3.6735, 3.7906, 3.9033, 4.0168, 4.1321, 4.2447]","[3.3122000000000003, 3.4505000000000003]","[3.3381000000000003, 3.4626]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
515,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,2807.37411,2814.564212,7.1901020000000235,5.3053,6.1901,0.8848000000000003,5.5553,5.9223,0.3670000000000001,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[2.8505000000000003, 2.9748, 3.2865, 3.4046000000000003, 3.5542, 3.6743, 3.7987, 4.0934, 4.2474, 4.3775, 4.6546, 4.7763, 5.3631, 5.4852, 5.9223, 6.0588000000000015, 6.1607, 6.2703000000000015]","[2.875, 2.9979, 3.3006, 3.426, 3.5659, 3.699, 3.8285, 4.1160000000000005, 4.2736, 4.4141, 4.6811, 4.8055, 5.3827, 5.5125, 5.9453000000000005, 6.0708, 6.1817, 6.296]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
516,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,2814.58441,2819.531412000001,4.947001999999884,3.3181000000000003,3.947,0.6288999999999998,3.5681000000000003,3.6787,0.1105999999999998,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6787, 3.7969, 3.9099, 4.0243, 4.144, 4.2627000000000015, 4.3936]","[3.7102, 3.8289, 3.9407, 4.0607, 4.1734, 4.29, 4.4111]",[],[],20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
517,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2819.55371,2826.478712,6.9250019999999495,5.2995,5.9250000000000025,0.6255000000000015,5.5495,5.6567,0.10719999999999974,aaa,aaa,1,,0,1,0,1,-70.0,"[5.4955, 5.6567, 5.7838, 5.9014000000000015, 6.0196000000000005, 6.1374, 6.2703000000000015, 6.3954]","[5.5304, 5.6911000000000005, 5.8091, 5.9319000000000015, 6.0503, 6.1644000000000005, 6.2945, 6.421]","[2.8398000000000003, 2.9552, 3.3333000000000004, 3.6072, 3.7483, 4.2357000000000005, 4.3535, 4.6476000000000015, 4.7705]","[2.8667, 2.9805, 3.3367, 3.6342, 3.7539, 4.2509000000000015, 4.3817, 4.665, 4.8009]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
518,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,2826.51161,2831.825112,5.313501999999971,3.6959,4.3135,0.6176000000000004,3.9459,4.0457,0.09979999999999968,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.0393000000000003, 3.1669, 3.9363, 4.0457, 4.1671000000000005, 4.2884]","[3.0617, 3.2, 3.9494, 4.0693, 4.1898, 4.3108]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
519,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,2831.84711,2836.757612,4.910501999999723,3.3181000000000003,3.9105,0.5923999999999996,3.5681000000000003,3.6422,0.07410000000000005,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6422, 3.8842, 4.0076, 4.1339999999999995, 4.2568, 4.3776, 4.6677, 4.7878]","[3.683, 3.9146, 4.0419, 4.1655, 4.2847, 4.4006, 4.6797, 4.8174]","[0.33690000000000003, 0.4745, 1.3781, 1.5074, 2.4462, 2.5741, 3.3391]","[0.35150000000000003, 0.4963, 1.4019, 1.5319999999999998, 2.458, 2.603, 3.3531]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
520,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2836.77491,2841.677612,4.902701999999864,3.3181000000000003,3.9027,0.5845999999999996,3.5681000000000003,3.6344,0.06630000000000003,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6344, 3.7649, 3.8826, 3.9961]","[3.6704, 3.7995, 3.9131, 4.0251]",[],[],20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
521,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,2841.68671,2846.959812,5.273102000000108,3.6564,4.2731,0.6167000000000002,3.9064,4.0053,0.0989,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[2.9874, 3.1274, 3.743, 4.0053, 4.1203, 4.2281, 4.3342]","[3.0066, 3.1529000000000003, 3.7624, 4.0327, 4.1413, 4.2498000000000005, 4.3626000000000005]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
522,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,2846.97111,2852.242912,5.271802000000207,3.7252,4.2718,0.5465999999999998,3.9752,4.0035,0.02829999999999977,aaa,aaa,1,,0,1,0,1,-70.0,"[4.0035, 4.1453, 4.2667, 4.3848, 4.5116000000000005, 4.6341, 4.7837000000000005]","[4.0293, 4.1783, 4.3023, 4.4209000000000005, 4.5434, 4.6640000000000015, 4.8012000000000015]","[2.4922, 3.0715000000000003, 3.1962, 3.7184]","[2.4951000000000003, 3.0944000000000003, 3.2226000000000004, 3.7319]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
523,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2852.27071,2857.129812,4.859102000000347,3.3181000000000003,3.8591,0.5409999999999999,3.5681000000000003,3.5908,0.022699999999999942,aaa,aaa,1,,0,1,0,1,-70.0,"[3.5908, 3.7325, 3.8486, 3.9646]","[3.6324, 3.7649, 3.8851, 3.9963]",[],[],20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
524,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,2857.15401,2863.944812,6.790801999999987,4.8066,5.7908,0.9841999999999996,5.0566,5.5230000000000015,0.4664000000000002,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[2.6577, 2.9432, 3.0726, 3.4156, 3.5567, 3.6866, 4.1427000000000005, 4.2776000000000005, 4.9162, 5.0454, 5.5230000000000015, 5.7477, 5.8610000000000015, 5.9793, 6.11]","[2.6790000000000003, 2.955, 3.0965000000000003, 3.4324000000000003, 3.5743, 3.7132, 4.1625000000000005, 4.3078, 4.942, 5.0773, 5.5495, 5.7713, 5.885000000000002, 6.0061, 6.1373000000000015]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
525,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,2863.9668100000013,2868.866412000001,4.899601999999959,3.3206,3.8996,0.5789999999999997,3.5706,3.6318,0.06119999999999993,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[2.7067, 3.5131, 3.6318, 3.7643, 3.8581, 3.9697, 4.0848, 4.2200000000000015, 4.3549, 4.506]","[2.7203, 3.5363, 3.6557, 3.7676, 3.8817, 3.9963, 4.1139, 4.2373, 4.3741, 4.5184000000000015]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
526,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,2868.884710000001,2876.781312,7.896602000000257,6.3012000000000015,6.8966,0.5953999999999988,6.5512000000000015,6.6288,0.07759999999999945,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.0297, 3.1646, 3.6465, 3.7639, 4.243, 4.3765, 4.5038, 4.9043, 5.05, 5.1758000000000015, 5.311, 5.6374, 5.7722000000000016, 6.5068, 6.6288, 6.8535, 6.9603, 7.0767000000000015, 7.2011, 7.3392]","[3.0466, 3.1941, 3.6607, 3.7923, 4.2628, 4.4025, 4.5296, 4.9258000000000015, 5.0615000000000006, 5.197500000000002, 5.3351000000000015, 5.6639, 5.803, 6.527, 6.6482, 6.8719, 6.982900000000001, 7.101, 7.227600000000002, 7.358700000000002]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
527,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,2877.42131,2882.356312,4.935001999999713,3.3968000000000003,3.935,0.5381999999999998,3.6468,3.6672,0.02039999999999997,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[2.0793, 2.7409000000000003, 2.8678000000000003, 3.3982, 3.5263, 3.6672, 3.9078, 4.021, 4.1479, 4.2776000000000005, 4.4053]","[2.0877, 2.7634000000000003, 2.8793, 3.4101000000000004, 3.5488, 3.7026, 3.9273, 4.0424, 4.1658, 4.2948, 4.4296000000000015]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
528,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,2882.37771,2887.424012,5.046301999999741,3.4981,4.0463000000000005,0.5482000000000005,3.7481,3.778,0.029900000000000038,aaa,aaa,1,,0,1,0,1,-70.0,"[3.778, 3.8859, 4.0035, 4.1233, 4.2579, 4.383]","[3.7851, 3.9217, 4.0358, 4.1572000000000005, 4.2836, 4.4147]","[2.8432, 2.9691, 3.6201]","[2.8513, 2.998, 3.6347]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
529,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,2887.4524100000012,2892.722512000001,5.2701019999999525,3.7145,4.2701,0.5556000000000001,3.9645,4.0023,0.03779999999999984,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.1855, 3.8813, 4.0023, 4.1242, 4.2259, 4.3434, 4.4709]","[3.2127000000000003, 3.9061, 4.029, 4.1401, 4.2515, 4.368, 4.4955]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
530,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,2892.73281,2900.189212,7.456402000000253,5.5335,6.4564,0.9229000000000004,5.7835,6.1886,0.4051,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[2.9537, 3.3185, 3.4419, 3.5839999999999996, 3.7082, 4.0138, 4.1382, 4.2674, 4.7458, 4.8773, 5.0045, 5.6168000000000005, 5.7368000000000015, 6.1886, 6.3146, 6.4331000000000005, 6.5543000000000005]","[2.9789000000000003, 3.3321, 3.4711000000000003, 3.6075, 3.7286, 4.0264, 4.1622, 4.2886000000000015, 4.7511, 4.902, 5.0323, 5.6382, 5.7654000000000005, 6.2095, 6.3358, 6.4539, 6.5785]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
531,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,2900.20791,2905.439012000001,5.231101999999737,3.6832,4.2311000000000005,0.5479000000000007,3.9332,3.9633,0.03010000000000002,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.0269, 3.1542000000000003, 3.9633, 4.0829, 4.2016, 4.3039000000000005]","[3.0481000000000003, 3.1687000000000003, 3.9723, 4.1037, 4.2169, 4.3288]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
532,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,2905.44931,2910.688112000001,5.2388019999998505,3.6737,4.2388,0.5651000000000002,3.9237,3.971,0.0472999999999999,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[2.1133, 2.2663, 2.8879, 3.018, 3.1447000000000003, 3.971, 3.9824, 4.1921, 4.308, 4.4389]","[2.1375, 2.2822, 2.8927, 3.0433000000000003, 3.1706000000000003, 3.9806, 3.9835, 4.2164, 4.3341, 4.4602]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
533,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,2910.70391,2915.8419120000012,5.138001999999688,3.5974000000000004,4.138,0.5405999999999995,3.8474,3.8697,0.022299999999999983,aaa,aaa,1,,0,1,0,1,-70.0,"[3.8697, 4.0009000000000015, 4.1134, 4.2343, 4.3604, 4.4804]","[3.8989999999999996, 4.0185, 4.1405, 4.2688000000000015, 4.3887, 4.5086]","[2.1744, 2.9357, 3.0684, 3.5916, 3.7183]","[2.1929000000000003, 2.9568000000000003, 3.0937, 3.5957000000000003, 3.7437]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
534,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2915.86871,2920.751712,4.883002000000033,3.3181000000000003,3.883,0.5648999999999997,3.5681000000000003,3.6147,0.04659999999999975,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6147, 3.7472, 3.8584, 3.9738, 4.0907, 4.2021000000000015, 4.3342, 4.6033]","[3.6497, 3.77, 3.8914, 4.0044, 4.1174, 4.2274, 4.3450000000000015, 4.6272]",[3.3293000000000004],[3.3545000000000003],20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
535,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2920.76521,2926.342312,5.577102000000195,3.9930000000000003,4.5771000000000015,0.5841000000000016,4.243,4.3088000000000015,0.0658000000000003,aaa,aaa,1,,0,1,0,1,-70.0,"[4.3088000000000015, 4.4323000000000015, 4.5478000000000005, 4.6610000000000005, 4.7704, 4.8933]","[4.3424000000000005, 4.4635, 4.5806, 4.6876000000000015, 4.7988, 4.92]","[3.2279, 3.3486, 3.3616, 3.464, 4.0348000000000015]","[3.2456, 3.3561, 3.3672, 3.4954, 4.0508000000000015]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
536,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2926.38301,2932.164312,5.781301999999869,4.2546,4.7813,0.5267,4.5046,4.513,0.008399999999999963,aaa,aaa,1,,0,1,0,1,-70.0,"[4.513, 4.6545000000000005, 4.7730000000000015, 4.8886, 5.0181, 5.155]","[4.5509, 4.6818, 4.8068, 4.921, 5.0446, 5.1819000000000015]","[2.8579000000000003, 2.9694000000000003, 3.0918, 3.4567, 3.5865, 3.7256, 4.3492000000000015]","[2.8745000000000003, 2.9948, 3.1169, 3.4636, 3.6102, 3.7463, 4.375]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
537,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,2932.19941,2937.683112,5.483701999999994,3.9553,4.4837,0.5284,4.2053,4.2159,0.010600000000000165,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.1212, 3.2927, 3.4263000000000003, 4.0863000000000005, 4.2159, 4.3341, 4.4419]","[3.1452, 3.2992000000000004, 3.4549000000000003, 4.1077, 4.2379, 4.3532, 4.4634]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
538,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,2937.70401,2942.797812,5.093801999999869,3.3469,4.0938,0.7468999999999997,3.5969,3.826,0.22909999999999986,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[2.6927000000000003, 2.8179000000000003, 3.5725, 3.826, 3.9544, 4.0553, 4.1697000000000015, 4.296, 4.4314]","[2.7164, 2.8422, 3.5745, 3.8541, 3.9676, 4.0782, 4.1932, 4.3185, 4.4517000000000015]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
539,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,2942.825810000001,2948.261512,5.435702000000219,3.8205,4.4357000000000015,0.6152000000000015,4.0705,4.1679,0.09740000000000038,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.03, 3.1602, 3.2915, 3.8974, 4.1679, 4.3962, 4.5134, 4.6355]","[3.0393000000000003, 3.1905, 3.3116000000000003, 3.9092, 4.1921, 4.4147, 4.5322000000000005, 4.6556000000000015]",20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
540,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,2948.27941,2953.522912,5.2435019999998085,3.6084,4.2435,0.6351,3.8584,3.9752,0.1168,aaa,aaa,1,,0,1,0,1,-70.0,"[3.8506, 3.9752, 4.0992000000000015, 4.2176, 4.3595000000000015, 4.4938]","[3.8849, 4.0094, 4.1321, 4.2529, 4.3979, 4.5278]",[3.0794],[3.1075],20,0.5,2.0,0.5,1,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220127-092840,2022-01-27,09:28:49.098879,10:41:03.017355
