Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,ILDRep,P,Drug
348,1,0.0,0,1,0,,0.0,0.0,0.0,1.0,1,3093.616727,3104.316717,10.69999000000007,3.3206,4.3301,1.0094999999999996,4.4801,4.6905,0.21039999999999992,iaa,iaa,1,,0,0,1,1,70.0,[4.6905],[4.7362],[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,-70.0,0.15,
349,1,0.0,0,1,0,,0.0,0.0,0.0,1.0,1,3104.3454269999997,3115.1221170000013,10.77668999999969,3.3279,4.3374000000000015,1.0095000000000014,4.4874,4.7672,0.2797999999999998,gbz,gbz,1,,0,1,1,2,4.0,[4.7672],[4.8212],[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,-4.0,0.15,
350,1,0.0,0,1,0,,0.0,0.0,0.0,1.0,1,3115.138927,3125.9236170000013,10.784689999999957,3.3206,4.3301,1.0094999999999996,4.4801,4.7752,0.2950999999999997,iaa,iaa,1,,0,0,1,1,70.0,[4.7752],[4.8003],[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,-70.0,0.15,
351,1,0.0,0,0,1,,,0.0,,,0,3125.942127,3135.4317170000004,9.489590000000137,3.3206,4.3301,1.0094999999999996,4.4801,5.4801,1.0,iaa,iaa,1,,0,0,1,1,70.0,[],[],[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,-70.0,0.15,
352,0,,1,0,0,,1.0,,0.0,,1,3135.440727,3144.172617,8.731890000000021,3.3181000000000003,4.3276,1.0095,4.4776,4.7224,0.2448000000000005,aaa,aaa,1,,0,1,0,1,-70.0,"[4.7224, 4.8468, 4.9542, 5.0701, 5.1748, 5.2894000000000005, 5.4131]","[4.7699, 4.8867, 4.9918000000000005, 5.1094, 5.2201, 5.3315, 5.4617]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,,0.15,
353,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3144.190327,3152.875317,8.684990000000196,3.3181000000000003,4.3276,1.0095,4.4776,4.6755,0.19790000000000066,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6755, 4.7815, 4.885000000000002, 4.9924, 5.0952, 5.2010000000000005, 5.3076, 5.4182000000000015, 5.5390000000000015]","[4.7188, 4.8198, 4.9227, 5.0329000000000015, 5.1354000000000015, 5.241700000000002, 5.3518, 5.461600000000002, 5.5883]","[5.8204, 5.8486]","[5.8476, 5.8513]",20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
354,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,3152.885827,3163.604617,10.718789999999899,3.3206,4.3301,1.0094999999999996,4.4801,4.7093,0.22919999999999965,iaa,iaa,1,,0,0,1,1,70.0,[4.7093],[4.7475000000000005],[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,-70.0,0.15,
355,1,0.0,0,1,0,,0.0,0.0,0.0,1.0,1,3163.619327,3174.335517,10.716190000000095,3.3206,4.3301,1.0094999999999996,4.4801,4.7067000000000005,0.2266000000000004,iaa,iaa,1,,0,0,1,1,70.0,[4.7067000000000005],[4.7489],[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,-70.0,0.15,
356,1,0.0,1,0,0,,1.0,0.0,1.0,0.0,1,3174.369627,3183.027317,8.657690000000002,3.3206,4.3301,1.0094999999999996,4.4801,4.6474,0.1673,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.6474, 4.7681, 4.8673, 4.971, 5.0876, 5.2044000000000015, 5.3242]","[4.6966, 4.8018, 4.9018000000000015, 5.0099, 5.131, 5.2477, 5.3685]",20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,-70.0,0.15,
357,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,3183.054327,3191.7244170000013,8.670090000000073,3.3181000000000003,4.3276,1.0095,4.4776,4.6606000000000005,0.18300000000000072,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6606000000000005, 4.7589000000000015, 4.8594, 4.9612, 5.0628, 5.17]","[4.6942, 4.794300000000002, 4.8973, 4.9983, 5.1039, 5.2103]",[5.4328],[5.4714],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,-70.0,0.15,
358,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3191.731627,3200.385517,8.653890000000048,3.3181000000000003,4.3276,1.0095,4.4776,4.6444,0.16680000000000028,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6444, 4.7486000000000015, 4.8484, 4.9512, 5.0654]","[4.6814, 4.7868, 4.8907, 4.9984, 5.1144]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
359,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3200.393427,3209.1102170000013,8.716789999999946,3.3181000000000003,4.3276,1.0095,4.4776,4.7073,0.22970000000000024,aaa,aaa,1,,0,1,0,1,-70.0,"[4.7073, 4.8188, 4.9225, 5.0436000000000005, 5.1738]","[4.7517000000000005, 4.862, 4.973, 5.0981000000000005, 5.2292000000000005]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
360,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3209.124327,3217.818717,8.694390000000112,3.3181000000000003,4.3276,1.0095,4.4776,4.6849,0.20730000000000004,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6849, 4.79, 4.8901, 4.9908, 5.1011000000000015, 5.2115, 5.331, 5.4573, 5.5778, 5.7068]","[4.7198, 4.8273, 4.9279, 5.0348000000000015, 5.1462, 5.2614, 5.3826, 5.503900000000002, 5.6301000000000005, 5.7589000000000015]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
361,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,3217.836027,3226.496417000001,8.660390000000008,3.3206,4.3301,1.0094999999999996,4.4801,4.6501,0.16999999999999993,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.6501, 4.7485, 4.8421, 4.9443, 5.0551, 5.1701000000000015, 5.2895, 5.4144000000000005, 5.5343]","[4.6857000000000015, 4.7842, 4.8811, 4.9871, 5.1004000000000005, 5.2200000000000015, 5.336600000000002, 5.4648, 5.5872]",20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,-70.0,0.15,
362,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,3226.5030269999997,3235.184017,8.680989999999838,3.3181000000000003,4.3276,1.0095,4.4776,4.6715,0.19390000000000016,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6715, 4.7674, 4.8688, 4.9703, 5.0987, 5.2208000000000006]","[4.7119, 4.8062000000000005, 4.9094000000000015, 5.0159, 5.138, 5.2629]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,-70.0,0.15,
363,0,1.0,0,1,0,,0.0,1.0,1.0,0.0,1,3235.200827,3245.851017,10.65018999999984,3.3267,4.3362,1.0094999999999996,4.4862,4.6407,0.15449999999999964,bjs,bjs,1,,0,1,1,2,-8.0,[],[],"[4.6407, 4.7516]","[4.6841, 4.8052]",20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,8.0,0.15,
364,0,0.0,1,0,0,,1.0,0.0,0.0,0.0,1,3245.868427,3254.597017,8.728590000000167,3.3181000000000003,4.3276,1.0095,4.4776,4.7191,0.2415000000000003,aaa,aaa,1,,0,1,0,1,-70.0,"[4.7191, 4.824, 4.9244, 5.0356000000000005, 5.1458]","[4.7601, 4.8595000000000015, 4.9653, 5.0811, 5.1888000000000005]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,-70.0,0.15,
365,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3254.638527,3263.350417,8.711890000000041,3.3181000000000003,4.3276,1.0095,4.4776,4.7024,0.2248000000000001,aaa,aaa,1,,0,1,0,1,-70.0,"[4.7024, 4.8029, 4.9114, 5.0196000000000005, 5.1409, 5.261900000000002, 5.3771, 5.4914000000000005, 5.6043, 5.7247, 5.8755000000000015]","[4.7399, 4.8416000000000015, 4.9525000000000015, 5.0659, 5.1911000000000005, 5.3069000000000015, 5.4259, 5.537999999999999, 5.655200000000002, 5.7747, 5.8961000000000015]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
366,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3263.395927,3272.069617,8.673690000000079,3.3181000000000003,4.3276,1.0095,4.4776,4.6642,0.18660000000000032,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6642, 4.7588, 4.8575, 4.9633, 5.0703000000000005]","[4.7034, 4.7967, 4.8989, 5.0089000000000015, 5.1166]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
367,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3272.0864269999997,3280.8006170000012,8.71418999999969,3.3181000000000003,4.3276,1.0095,4.4776,4.7047,0.2271000000000001,aaa,aaa,1,,0,1,0,1,-70.0,"[4.7047, 4.8164, 4.9204, 5.0203000000000015, 5.135000000000002, 5.2533, 5.3774000000000015, 5.4991]","[4.7463000000000015, 4.8614000000000015, 4.9644, 5.0723, 5.187, 5.3095, 5.4308000000000005, 5.5598]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
368,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3280.807127,3289.4984170000002,8.691289999999753,3.3181000000000003,4.3276,1.0095,4.4776,4.6818,0.20420000000000016,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6818, 4.7798, 4.8827, 5.0046, 5.125, 5.252999999999999, 5.3761, 5.5357]","[4.7232, 4.8211, 4.9361000000000015, 5.0555, 5.1805, 5.3031000000000015, 5.4339, 5.5721]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
369,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3289.540927,3298.262017,8.721090000000004,3.3181000000000003,4.3276,1.0095,4.4776,4.7116,0.23399999999999999,aaa,aaa,1,,0,1,0,1,-70.0,"[4.7116, 4.8172000000000015, 4.9269, 5.0435, 5.1644000000000005, 5.2765, 5.3916]","[4.7519, 4.8595000000000015, 4.9707, 5.0929, 5.2134, 5.3253, 5.4413]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
370,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3298.279727,3307.001917,8.722189999999955,3.3181000000000003,4.3276,1.0095,4.4776,4.7127,0.2351000000000001,aaa,aaa,1,,0,1,0,1,-70.0,"[4.7127, 4.8073000000000015, 4.9164, 5.0323, 5.1404000000000005, 5.2562000000000015, 5.3753]","[4.7512, 4.8492000000000015, 4.9618, 5.0791, 5.1899000000000015, 5.3079, 5.4286]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
371,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3307.024227,3315.716017,8.69179000000031,3.3271,4.3366,1.0094999999999996,4.4866,4.6823000000000015,0.19570000000000048,cit,cit,1,,0,1,1,2,-4.0,"[4.6823000000000015, 4.7860000000000005, 4.8879, 4.9892, 5.0926, 5.2047, 5.318300000000002, 5.4368, 5.5736]","[4.7204000000000015, 4.8239, 4.9276, 5.0299000000000005, 5.1361, 5.2521, 5.3679000000000014, 5.4919, 5.630800000000002]",[5.7507],[5.7814000000000005],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,4.0,0.15,
372,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,3315.723827,3324.3712170000013,8.64739000000009,3.3206,4.3301,1.0094999999999996,4.4801,4.6371,0.15700000000000006,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.6371, 4.7377, 4.8361, 4.9354000000000005, 5.0495, 5.167000000000001]","[4.6722, 4.7713, 4.8763000000000005, 4.9809, 5.0945, 5.2147000000000014]",20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,-70.0,0.15,
373,0,0.0,0,1,0,,0.0,1.0,1.0,1.0,1,3324.395827,3335.037517,10.64169000000038,3.3215000000000003,4.331,1.0095,4.481,4.6322,0.15120000000000022,dai,dai,1,,0,1,1,2,-2.0,[],[],"[4.6322, 4.7438]","[4.6773, 4.7957]",20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,-2.0,0.15,
374,0,0.0,1,0,0,,1.0,0.0,0.0,0.0,1,3335.0446269999998,3343.765417,8.720789999999852,3.3246,4.3341,1.0095,4.4841000000000015,4.7113000000000005,0.22719999999999985,deo,deo,1,,0,1,1,2,-2.0,"[4.7113000000000005, 4.822, 4.9249, 5.0287000000000015, 5.1339000000000015, 5.2516, 5.375, 5.495900000000002, 5.621, 5.7466]","[4.7524000000000015, 4.8621, 4.9662000000000015, 5.0739, 5.1828, 5.3038, 5.4274, 5.5476, 5.6723, 5.7984]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,-2.0,0.15,
375,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3343.806327,3352.5014170000004,8.695090000000164,3.3181000000000003,4.3276,1.0095,4.4776,4.6856,0.20800000000000016,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6856, 4.7804, 4.8744000000000005, 4.9866, 5.1231]","[4.7208000000000006, 4.8187000000000015, 4.9197000000000015, 5.046, 5.1716000000000015]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
376,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3352.510527,3361.2161170000004,8.70559000000003,3.3181000000000003,4.3276,1.0095,4.4776,4.6961,0.21850000000000053,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6961, 4.7941, 4.9013, 5.0456, 5.1687]","[4.7336, 4.8382000000000005, 4.9542, 5.0907, 5.2189000000000005]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
377,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3361.225427000001,3369.9508170000013,8.725390000000061,3.3181000000000003,4.3276,1.0095,4.4776,4.7159,0.23830000000000065,aaa,aaa,1,,0,1,0,1,-70.0,"[4.7159, 4.8322, 4.9442, 5.0534, 5.1744, 5.3095]","[4.7542, 4.8811, 4.9883000000000015, 5.1032, 5.2293, 5.3636]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
378,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3369.978027,3378.724817000001,8.746789999999692,3.3181000000000003,4.3276,1.0095,4.4776,4.7373,0.2597000000000005,aaa,aaa,1,,0,1,0,1,-70.0,"[4.7373, 4.8432, 4.9498000000000015, 5.0608, 5.169300000000002, 5.2831, 5.4045000000000005, 5.5287000000000015, 5.6543]","[4.7786, 4.8821, 4.9918000000000005, 5.1073, 5.2194, 5.3376, 5.4599, 5.5815, 5.7124000000000015]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
379,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,3378.7419270000005,3389.4319170000012,10.68998999999985,3.3206,4.3301,1.0094999999999996,4.4801,4.6805,0.20040000000000013,iaa,iaa,1,,0,0,1,1,70.0,[4.6805],[4.726],[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,-70.0,0.15,
380,0,1.0,1,0,0,,1.0,0.0,0.0,1.0,1,3389.4572270000012,3398.1527170000004,8.695490000000062,3.3181000000000003,4.3276,1.0095,4.4776,4.686,0.2084000000000001,aaa,aaa,1,,0,1,0,1,-70.0,"[4.686, 4.7927, 4.8932, 5.0009000000000015, 5.1151, 5.2323]","[4.7233, 4.832, 4.9357000000000015, 5.0435, 5.1628, 5.2819]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
381,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3398.1614270000005,3406.879217,8.71779000000015,3.3181000000000003,4.3276,1.0095,4.4776,4.7083,0.2307000000000005,aaa,aaa,1,,0,1,0,1,-70.0,"[4.7083, 4.814500000000002, 4.9186000000000005, 5.0322000000000005, 5.15, 5.2615]","[4.7501000000000015, 4.8546000000000005, 4.9606, 5.0788, 5.1959, 5.3076]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
382,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,3406.8885270000005,3415.6216170000002,8.73308999999972,3.3181000000000003,4.3276,1.0095,4.4776,4.7236,0.24600000000000044,aaa,aaa,1,,0,1,0,1,-70.0,"[4.7236, 4.8256000000000006, 4.9336, 5.0409000000000015, 5.1547, 5.2722000000000016]","[4.7627000000000015, 4.8691, 4.9742000000000015, 5.0846, 5.2005, 5.322]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220216-100622,2022-02-16,10:06:31.875152,11:03:34.520304,70.0,0.15,
0,0,,0,1,0,,0.0,,1.0,,1,0.328728,10.489318,10.16059,3.3181000000000003,,,3.5776000000000003,4.1511000000000005,0.5735000000000001,aaa,aaa,1,,0,1,0,1,-70.0,"[1.6449, 1.6586, 1.6595, 1.6657000000000002, 1.6958]","[1.645, 1.6594, 1.6602, 1.6836, 1.6973]","[4.1511000000000005, 7.5701]","[4.1931, 7.592300000000002]",20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220221-110530,2022-02-21,11:05:39.592942,11:29:34.823676,,0.15,
1,0,0.0,0,0,1,,,0.0,,,0,10.496628,19.993218,9.49659,3.3181000000000003,4.3276,1.0095,4.4871,5.4871,1.0,aaa,aaa,1,,0,1,0,1,-70.0,[],[],[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220221-110530,2022-02-21,11:05:39.592942,11:29:34.823676,-70.0,0.15,
2,1,,1,0,0,,1.0,,1.0,,1,19.999928,28.921118,8.92119,3.3206,4.3301,1.0094999999999996,4.4904,4.9109,0.4204999999999997,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.9109, 5.0118, 5.1088000000000005, 5.2139000000000015, 5.3161000000000005, 5.4206, 5.535900000000002, 5.7754]","[4.9505, 5.0495, 5.1521, 5.2537, 5.356, 5.4599, 5.5761, 5.8189]",20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220221-110530,2022-02-21,11:05:39.592942,11:29:34.823676,,0.15,
3,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,28.928628000000003,37.621418,8.692789999999999,3.3181000000000003,4.3276,1.0095,4.4871,4.6833,0.19620000000000007,aaa,aaa,1,,0,1,0,1,-70.0,"[4.6833, 4.7009, 4.9734, 5.0829, 5.171, 5.2874, 5.3909, 5.4923, 5.5948, 6.0711, 6.1079]","[4.6845, 4.7125, 4.9921000000000015, 5.0897000000000014, 5.1983000000000015, 5.3131, 5.4206, 5.5235, 5.6278000000000015, 6.1016, 6.1084000000000005]",[],[],20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220221-110530,2022-02-21,11:05:39.592942,11:29:34.823676,-70.0,0.15,
4,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,37.64102800000001,46.484418,8.84339,3.3206,4.3301,1.0094999999999996,4.4904,4.8331,0.3426999999999998,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[4.8331, 4.8333, 4.8439000000000005, 4.9266000000000005, 5.0137, 5.1066, 5.2026, 5.3026, 5.4021, 5.5053, 5.6126000000000005, 5.7144, 5.8292, 5.937, 6.0739, 6.2077]","[4.8332000000000015, 4.8334, 4.859, 4.9459, 5.0421000000000005, 5.1424, 5.2397, 5.3388, 5.4389, 5.5437, 5.649, 5.7548, 5.8609, 5.9761000000000015, 6.109, 6.2341000000000015]",20,0.5,2.0,0.5,4,4,1,0,0,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220221-110530,2022-02-21,11:05:39.592942,11:29:34.823676,-70.0,0.15,
