Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,P,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,RespWin,ITI,WarmUp,RecoveryMode,Drug
36,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,326.47112799999996,335.432518,8.961389999999994,3.3181000000000003,4.3276,1.0095,4.4776,4.9504,0.4728000000000003,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.9504, 5.1012, 5.2228, 5.3515000000000015, 5.4914000000000005]","[5.0006, 5.1371, 5.2702, 5.4003000000000005, 5.5230000000000015]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
37,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,335.465628,344.328618,8.862990000000025,3.3342,4.3437,1.0095,4.4937000000000005,4.8530000000000015,0.3593000000000002,hxx,hxx,1,,0,0,1,1,8.0,-8.0,[],[],"[4.8530000000000015, 4.8539, 5.0051000000000005, 5.1331000000000016, 5.2644, 5.4175, 5.5632, 5.7067000000000005, 5.8704]","[4.8532, 4.8954, 5.0338, 5.1692, 5.3122, 5.4625, 5.6133000000000015, 5.7708, 5.9403000000000015]",4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
38,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,344.34432799999996,353.15501800000015,8.810689999999965,3.3181000000000003,4.3276,1.0095,4.4776,4.7997000000000005,0.3221000000000007,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.7997000000000005, 4.9162, 5.045, 5.1727, 5.3106]","[4.8066, 4.9599, 5.0904, 5.2239, 5.3605]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
39,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,353.183428,362.11701800000003,8.933589999999981,3.3181000000000003,4.3276,1.0095,4.4776,4.9226,0.4450000000000003,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.9226, 5.0476, 5.1719, 5.2967, 5.4308000000000005]","[4.9511, 5.086, 5.2171, 5.3461, 5.4828]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
40,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,362.142728,370.921418,8.77869000000004,3.3206,4.3301,1.0094999999999996,4.4801,4.7687,0.2885999999999997,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.7687, 4.7699, 5.013, 5.2587, 5.4073, 5.5477, 5.685300000000002, 5.8381]","[4.7689, 4.7894000000000005, 5.0365, 5.3083, 5.4529000000000005, 5.5985000000000005, 5.743600000000002, 5.9035]",4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
41,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,370.940528,379.767318,8.826790000000019,3.3206,4.3301,1.0094999999999996,4.4801,4.8168000000000015,0.33670000000000044,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.8168000000000015, 4.8179, 4.9535, 5.0792, 5.2207, 5.3656000000000015, 5.5074000000000005, 5.6624, 5.8312, 6.0057, 6.2961]","[4.817, 4.8508, 4.9779, 5.1164000000000005, 5.2715000000000005, 5.4202, 5.5629, 5.7381, 5.9044, 6.0642000000000005, 6.351]",4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
42,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,379.79952799999995,388.901918,9.102390000000014,3.3206,4.3301,1.0094999999999996,4.4801,5.0924000000000005,0.6123000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[5.0924000000000005, 5.1025, 5.107, 5.1139, 5.3475, 5.4717, 5.6104, 5.7589000000000015, 5.9125000000000005, 6.0772, 6.2399, 6.4162]","[5.0925, 5.1047, 5.112, 5.1156000000000015, 5.3573, 5.5182, 5.6646, 5.816, 5.977, 6.144900000000002, 6.3044, 6.4794]",4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
43,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,388.94442799999996,397.77801800000003,8.833589999999957,3.3181000000000003,4.3276,1.0095,4.4776,4.8226,0.34500000000000064,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.8226, 4.9417, 5.0487, 5.1798, 5.3213]","[4.8414, 4.9646, 5.0931000000000015, 5.2275, 5.3686]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
44,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,397.83142799999996,406.663818,8.832389999999975,3.3181000000000003,4.3276,1.0095,4.4776,4.8214000000000015,0.3438000000000008,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.8214000000000015, 4.9399000000000015, 5.0569999999999995, 5.1821, 5.3194]","[4.8439000000000005, 4.971, 5.0981000000000005, 5.2311000000000005, 5.3693]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
45,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,406.708128,415.63261800000004,8.924489999999992,3.3238000000000003,4.3333,1.0095,4.4833,4.9135,0.43020000000000014,cfl,cfl,1,,0,1,1,2,-4.0,4.0,"[4.9135, 5.0481, 5.1658, 5.2890000000000015, 5.4126, 5.5387]","[4.9585, 5.0729000000000015, 5.2047, 5.3307, 5.4566, 5.5779000000000005]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
46,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,415.677128,424.500618,8.823489999999993,3.3318000000000003,4.3413,1.0095,4.4913,4.8125,0.3212000000000001,bzt,bzt,1,,0,1,0,1,-8.0,8.0,"[4.8125, 4.9284, 4.9293000000000005, 5.0496, 5.1747000000000005, 5.3058000000000005, 5.4397]","[4.8358, 4.9288, 4.9569, 5.0852, 5.2209, 5.3561000000000005, 5.4771]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
47,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,424.51652800000005,433.314918,8.798389999999985,3.3181000000000003,4.3276,1.0095,4.4776,4.7874,0.3098000000000001,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.7874, 4.9140000000000015, 5.0332, 5.167000000000001]","[4.8125, 4.9509, 5.0865, 5.2172]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
48,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,433.34332800000004,442.34801799999997,9.00469000000004,3.3206,4.3301,1.0094999999999996,4.4801,4.9947,0.5145999999999997,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.9947, 4.9976, 4.9978, 5.1371, 5.2667, 5.4124, 5.5538, 5.7131, 5.8721000000000005, 6.0333000000000006, 6.2027, 6.3591000000000015, 6.5294, 6.702000000000001, 6.7593000000000005, 6.8774000000000015]","[4.9948000000000015, 4.9977, 5.0265, 5.1678000000000015, 5.3175, 5.4603, 5.6223, 5.7815, 5.939, 6.1121, 6.2715000000000005, 6.4303, 6.590400000000002, 6.7422, 6.763, 6.9663]",4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
49,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,442.35732800000005,451.28561799999994,8.928290000000004,3.3206,4.3301,1.0094999999999996,4.4801,4.9183,0.43820000000000014,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.9183, 4.9203, 5.0616, 5.1979000000000015, 5.3505, 5.5227, 5.6817, 5.8448, 6.0200000000000005]","[4.9185, 4.9554, 5.1001, 5.2519, 5.4083000000000006, 5.577000000000001, 5.7563, 5.9167000000000005, 6.0954000000000015]",4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
50,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,451.300228,460.26451799999995,8.964290000000005,3.3324000000000003,4.3419,1.0094999999999996,4.4919,4.9533000000000005,0.4614000000000002,dxv,dxv,1,,0,1,1,2,-2.0,-2.0,"[4.9533000000000005, 5.0815, 5.2146, 5.3495, 5.477600000000002]","[4.9819, 5.1251000000000015, 5.2652, 5.3986, 5.5308]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
51,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,460.302928,469.163218,8.860289999999964,3.3321,4.3416000000000015,1.0095000000000014,4.4916,4.8493,0.35770000000000035,dsz,dsz,1,,0,1,1,2,-2.0,2.0,"[4.8493, 5.0888, 5.2168, 5.357, 5.4918000000000005]","[4.8805000000000005, 5.1338, 5.2650000000000015, 5.4017, 5.524100000000002]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
52,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,469.214828,478.013018,8.798189999999977,3.3206,4.3301,1.0094999999999996,4.4801,4.7882,0.3080999999999996,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.7882, 4.7902000000000005, 4.916, 5.062, 5.1869000000000005, 5.3265, 5.4718, 5.6335000000000015, 5.7817]","[4.7884, 4.8018, 4.9612, 5.0915, 5.2367, 5.3816000000000015, 5.5375000000000005, 5.6978, 5.8496000000000015]",4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
53,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,478.06912800000003,487.04801799999996,8.978890000000035,3.3206,4.3301,1.0094999999999996,4.4801,4.9689000000000005,0.4888000000000004,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.9689000000000005, 4.9719000000000015, 5.1235, 5.2516, 5.3816000000000015, 5.5242, 5.6725, 5.8256000000000006, 5.9964, 6.1657]","[4.968999999999999, 5.018000000000002, 5.1568000000000005, 5.2869, 5.4322, 5.5812, 5.7328, 5.8952, 6.0586, 6.2268]",4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
54,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,487.08062800000016,496.04501799999997,8.964390000000037,3.3206,4.3301,1.0094999999999996,4.4801,4.9544000000000015,0.4743000000000004,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.9544000000000015, 4.9554, 5.0878000000000005, 5.0889000000000015, 5.0899, 5.2157, 5.3567, 5.5022, 5.65, 5.8049, 5.9627]","[4.9546, 4.9941, 5.0885, 5.0897000000000014, 5.1257, 5.2581000000000016, 5.4088, 5.5585, 5.7119, 5.8737, 6.035]",4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
55,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,496.094128,504.81931799999995,8.725189999999998,3.3206,4.3301,1.0094999999999996,4.4801,4.7152,0.2351000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.7152, 4.7173, 4.8361, 4.953, 4.9578000000000015, 5.0764000000000005, 5.2019, 5.3481000000000005, 5.4975000000000005, 5.6457000000000015, 5.8131, 5.9764, 6.1458, 6.3334]","[4.7153, 4.7349000000000006, 4.8588000000000005, 4.9561, 4.9841000000000015, 5.114, 5.2502, 5.404, 5.5566, 5.7094000000000005, 5.8769, 6.048100000000002, 6.2161, 6.404]",4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
56,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,504.847928,513.7664179999998,8.91849000000002,3.3206,4.3301,1.0094999999999996,4.4801,4.9085,0.4283999999999999,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.9085, 4.9108, 5.0566, 5.058, 5.1954, 5.344600000000002, 5.4906000000000015, 5.6393, 5.806, 5.9618]","[4.9087000000000005, 4.9502000000000015, 5.0573000000000015, 5.0941, 5.2413, 5.399100000000002, 5.548100000000002, 5.7079, 5.8737, 6.0287000000000015]",4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
57,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,513.840328,522.726818,8.88648999999998,3.3181000000000003,4.3276,1.0095,4.4776,4.8755000000000015,0.3979000000000008,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.8755000000000015, 5.0134, 5.1175000000000015, 5.2376000000000005, 5.3729000000000005, 5.4929000000000014, 5.6373000000000015]","[4.917, 5.0347, 5.1588, 5.2823, 5.4143, 5.5346, 5.6614]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
58,1,0.0,0,1,0,0.0,0.0,1.0,0.0,1.0,1,522.750528,533.491718,10.741189999999962,3.3265,4.336,1.0095000000000005,4.4860000000000015,4.7317,0.24569999999999936,fgq,fgq,1,,0,1,1,2,2.0,-2.0,"[4.7317, 4.8538000000000014, 4.9852]","[4.746, 4.9007000000000005, 5.0314000000000005]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
59,1,0.0,1,0,0,0.0,1.0,0.0,1.0,0.0,1,533.5275280000002,542.490518,8.96298999999999,3.3206,4.3301,1.0094999999999996,4.4801,4.953,0.4729000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.953, 4.9562, 5.1034000000000015, 5.2374, 5.3784, 5.5175, 5.6624]","[4.9531, 4.9982000000000015, 5.1416, 5.2824, 5.4289000000000005, 5.5741000000000005, 5.7246000000000015]",4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
60,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,542.514128,551.471518,8.957389999999918,3.3206,4.3301,1.0094999999999996,4.4801,4.9474,0.4672999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.9474, 4.949, 5.093, 5.0948, 5.2286, 5.2304, 5.3655, 5.5216, 5.6826, 5.8500000000000005, 6.0057]","[4.9476, 4.9875, 5.0938, 5.1286000000000005, 5.2303000000000015, 5.2709, 5.4248, 5.5847000000000016, 5.7498000000000005, 5.9142, 6.0710000000000015]",4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
61,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,551.488528,560.267718,8.779189999999971,3.3206,4.3301,1.0094999999999996,4.4801,4.7692000000000005,0.2891000000000004,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.7692000000000005, 4.7705, 4.8997, 5.0482000000000005, 5.1687, 5.3095, 5.442, 5.5857, 5.7299000000000015]","[4.7694, 4.7817, 4.9407000000000005, 5.0732, 5.216, 5.3562, 5.4994000000000005, 5.6427000000000005, 5.7974000000000006]",4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
62,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,560.293028,569.004018,8.710989999999924,3.3206,4.3301,1.0094999999999996,4.4801,4.7010000000000005,0.22090000000000032,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.7010000000000005, 4.8264000000000005, 4.9592, 5.0907, 5.2176, 5.3607000000000005, 5.4974, 5.6549000000000005, 5.8224, 6.3917]","[4.7011, 4.8676, 4.9893, 5.1234, 5.2698, 5.4112, 5.559, 5.7243, 5.891, 6.4605000000000015]",4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
63,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,569.075628,578.0504179999998,8.974789999999985,3.3310000000000004,4.3405000000000005,1.0095,4.4905,4.9638,0.4733000000000001,eqw,eqw,1,,0,1,1,2,0.0,-0.0,"[4.9638, 5.1041, 5.212999999999999, 5.3413, 5.4631, 5.5899, 5.733700000000002]","[5.0084, 5.1295, 5.2489, 5.3819, 5.506, 5.6351, 5.745]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
64,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,578.081528,586.904318,8.822789999999939,3.3181000000000003,4.3276,1.0095,4.4776,4.8118,0.33420000000000005,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.8118, 4.9402, 5.0527000000000015, 5.1802, 5.3117, 5.4327000000000005, 5.5694, 5.6986, 5.8557000000000015]","[4.8393000000000015, 4.956, 5.0958000000000006, 5.2269000000000005, 5.3571, 5.4766, 5.6136, 5.7502, 5.8682]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
65,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,586.940228,595.837918,8.8976899999999,3.3181000000000003,4.3276,1.0095,4.4776,4.8867,0.4091000000000005,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.8867, 5.0152, 5.0163, 5.1462, 5.2728, 5.4022000000000014, 5.5527000000000015]","[4.9097, 5.0158000000000005, 5.0511, 5.191, 5.318300000000002, 5.4488, 5.5598]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
66,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,595.8862280000002,604.683418,8.797189999999997,3.3181000000000003,4.3276,1.0095,4.4776,4.7862,0.3086000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.7862, 4.9079000000000015, 5.0347, 5.1634, 5.3050000000000015]","[4.806, 4.9539, 5.0828000000000015, 5.2125, 5.3469000000000015]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
67,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,604.708428,613.607218,8.898789999999963,3.3285,4.338,1.0095,4.488,4.8878,0.3997999999999999,dgz,dgz,1,,0,1,1,2,-2.0,2.0,"[4.8878, 5.0004, 5.1192, 5.2562000000000015, 5.3785, 5.5048]","[4.9093, 5.0319, 5.1616, 5.2970000000000015, 5.4184, 5.5479]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
68,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,613.646328,622.576418,8.930089999999948,3.33,4.3395,1.0095,4.4895000000000005,4.9191,0.42959999999999976,dmy,dmy,1,,0,1,1,2,-2.0,2.0,"[4.9191, 5.0568, 5.1728000000000005, 5.3029, 5.4222, 5.5539000000000005]","[4.9665, 5.0889999999999995, 5.2125, 5.3392, 5.4614, 5.597]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
69,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,622.604328,631.455018,8.850689999999988,3.3181000000000003,4.3276,1.0095,4.4776,4.8397000000000014,0.3621000000000008,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.8397000000000014, 4.9572, 5.0685, 5.1905, 5.322500000000002, 5.4523]","[4.8686, 4.9804, 5.1041, 5.231800000000002, 5.3668000000000005, 5.4919]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
70,1,0.0,0,1,0,0.0,0.0,1.0,0.0,1.0,1,631.468428,642.4186179999998,10.950190000000019,3.3259000000000003,4.3354,1.0094999999999996,4.4854,4.9407000000000005,0.4553000000000002,fqe,fqe,1,,0,1,1,2,2.0,-2.0,"[4.9407000000000005, 5.069]","[4.9855, 5.1188]",[],[],4,0.5,2.0,0.5,4,4,1,0,0,0.4,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220513-103403,2022-05-13,10:34:13.016026,11:56:18.001155,1.0,1.0,1.0,0.0,
