Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,StimDur,Delay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
515,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,2631.572412,2636.547215,4.974803000000065,2.8206,3.9747,1.1540999999999997,3.8206,3.958,0.13739999999999994,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[3.6614, 3.8061, 3.958, 4.0600000000000005, 4.1722, 4.3078, 4.4675]","[3.7163, 3.8645, 3.9946, 4.1098, 4.2329, 4.3685, 4.5230000000000015]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
516,1,1.0,1,0,0,1,0.0,1.0,1.0,1.0,1,2636.563012,2641.585015,5.0220030000000415,2.8206,4.0219000000000005,1.2013000000000005,3.8206,3.8706,0.049999999999999815,iaa,iaa,1,,0,0,1,1,70.0,70.0,[3.8706],[3.9115],"[3.7394, 4.0052, 4.1232, 4.2207, 4.3658, 4.5337000000000005]","[3.7613, 4.0448, 4.1545000000000005, 4.2757000000000005, 4.412, 4.5517]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
517,0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,1,2641.598712,2646.710715,5.112003000000186,2.8181000000000003,4.1119,1.2938,3.8181,3.9637,0.14559999999999995,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.0952, 4.2040000000000015, 4.3216, 4.497, 4.6543]","[4.1371, 4.2533, 4.3857, 4.5265, 4.6794]","[3.8024, 3.9637]","[3.8615, 4.0]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
518,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,2646.727712,2651.638915,4.911203000000113,2.8181000000000003,3.9111,1.0929999999999995,3.8181,3.8944,0.07629999999999981,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.787, 3.8944, 4.0122, 4.1367, 4.2814000000000005]","[3.8219, 3.9498, 4.0651, 4.2010000000000005, 4.3370000000000015]","[3.785, 4.4409]","[3.8121, 4.4797]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
519,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2651.6555120000007,2656.527615,4.872103000000153,2.8206,3.872,1.0513999999999997,3.8206,3.8553,0.03469999999999995,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.7703, 3.997, 4.1168000000000005]","[3.7765, 4.0193, 4.1370000000000005]","[3.743, 3.8553, 4.1068, 4.2021000000000015, 4.3108, 4.4292, 4.5609, 4.7022, 4.8542000000000005]","[3.7842, 3.909, 4.1368, 4.2513000000000005, 4.3674, 4.4909, 4.6255000000000015, 4.7669999999999995]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
520,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2656.540812,2661.533315,4.9925029999999415,2.8181000000000003,3.9924,1.1742999999999997,3.8181,3.9757,0.15759999999999996,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.8043, 3.9757, 4.0793, 4.1914, 4.3208, 4.34, 4.4677]","[3.865, 4.0027, 4.1194000000000015, 4.2447, 4.3283000000000005, 4.3803, 4.5217]",[3.6744],"[0.0203, 3.7249]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
521,1,0.0,1,0,0,1,0.0,1.0,1.0,0.0,1,2661.5485120000008,2666.683315,5.134803000000375,2.8206,4.1347000000000005,1.3141000000000005,3.8206,3.8535,0.03290000000000015,iaa,iaa,1,,0,0,0,0,70.0,-70.0,"[3.8535, 3.9634]","[3.8945, 4.0191]","[3.7066, 4.118, 4.2213, 4.3287, 4.4396, 4.5731, 4.718, 4.9038]","[3.7566, 4.15, 4.2556, 4.3708, 4.4973, 4.6331000000000016, 4.7776000000000005, 4.9076]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
522,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,2666.697412,2671.623015,4.9256030000001365,2.8206,3.9255,1.1048999999999998,3.8206,3.9088,0.08820000000000006,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.9217, 4.7901]","[3.9359, 4.8132]","[3.7652, 3.9088, 4.0116000000000005, 4.1097, 4.2135, 4.3366, 4.4724, 4.6305000000000005]","[3.8098, 3.9426, 4.0371000000000015, 4.1453, 4.2659, 4.3937, 4.5282, 4.6715]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
523,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2671.636512,2676.543415,4.906903000000057,2.8181000000000003,3.9068,1.0886999999999998,3.8181,3.8901,0.07200000000000006,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.8901, 3.9777, 4.0864, 4.218, 4.3536, 4.5044]","[3.9098, 4.0248, 4.1428, 4.2744, 4.4097, 4.5556]","[3.7201, 3.8902]","[3.7769999999999997, 3.9082]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
524,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2676.560312,2681.476615,4.916302999999972,2.8181000000000003,3.9162,1.0980999999999996,3.8181,3.8995,0.08139999999999993,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.7622, 3.8995, 3.9925, 4.1124, 4.2608000000000015, 4.2682]","[3.7752, 3.9198, 4.0427, 4.1714, 4.2663, 4.3127]",[3.9079],[3.9189],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
525,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2681.491212,2686.346615,4.855403000000023,2.8181000000000003,3.8553,1.0372,3.8181,3.8386,0.02049999999999974,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.7495, 3.8386, 3.9578, 4.0843, 4.2393]","[3.7567, 3.895, 4.0099, 4.1417, 4.2867000000000015]",[],[],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
526,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2686.360912,2691.256915,4.896002999999837,2.8206,3.8959,1.0753,3.8206,3.8792,0.05859999999999976,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.7456, 3.9892]","[3.778, 4.0513]","[3.8792, 4.1354000000000015, 4.2461, 4.3805000000000005]","[3.9244, 4.178, 4.3009, 4.4366]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
527,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2691.270112,2696.188515,4.918402999999671,2.8181000000000003,3.9183,1.1001999999999996,3.8181,3.9016,0.08349999999999991,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.9016, 4.0365, 4.1641]","[3.9673, 4.083, 4.207]",[3.7479],[3.8081],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
528,0,1.0,1,0,0,1,0.0,1.0,0.0,1.0,1,2696.204412,2701.464515,5.260103000000072,2.8181000000000003,4.26,1.4418999999999995,3.8181,3.9434,0.12529999999999974,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.2433000000000005, 4.3636, 4.4999, 4.6468]","[4.2978000000000005, 4.4238, 4.5583, 4.7012]","[3.9434, 4.1239]","[4.0057, 4.1626]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
529,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,2701.478612,2706.352815,4.874203000000306,2.8181000000000003,3.8741,1.0559999999999996,3.8181,3.8574,0.03929999999999989,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.8574, 3.9828, 4.1079, 4.2491, 4.4152000000000005]","[3.9161, 4.0348000000000015, 4.1625000000000005, 4.3037, 4.4459]",[],[],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
530,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2706.370512,2711.219115,4.848602999999913,2.8206,3.8485,1.0278999999999998,3.8206,3.8318,0.0112000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[3.9605],[3.9972],"[3.8318, 3.9711, 4.0663, 4.1829, 4.2956]","[3.8582, 3.9959, 4.1077, 4.2222, 4.3463]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
531,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,2711.232912,2716.269515,5.036603000000014,2.8181000000000003,4.0365,1.2184,3.8181,3.8858,0.06769999999999987,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.0198, 4.1275, 4.254, 4.4128]","[4.0574, 4.1784, 4.3106, 4.4554]","[3.7547, 3.8858]","[3.801, 3.9252]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
532,0,1.0,1,0,0,1,0.0,0.0,0.0,1.0,1,2716.283912000001,2721.290815,5.006902999999966,2.8181000000000003,4.0068,1.1887,3.8181,3.8817,0.0636000000000001,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.7472, 3.9901, 4.1101, 4.2490000000000006, 4.4173]","[3.7728, 4.0414, 4.1676, 4.3036, 4.4542]",[3.8817],[3.9173],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
533,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,2721.306213,2726.158815,4.8526019999999335,2.8181000000000003,3.8525,1.0343999999999998,3.8181,3.8358,0.01770000000000005,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.8358, 3.9962, 4.2486000000000015, 4.3884]","[3.8986, 4.0221, 4.2934, 4.4438]","[3.7119999999999997, 4.0942]","[3.7633, 4.1496]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
534,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2726.1737120000007,2731.172715,4.999003000000356,2.8206,3.9989,1.1782999999999997,3.8206,3.9822,0.16159999999999994,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[3.9822, 4.1093, 4.2147000000000014, 4.3497]","[4.0364, 4.1368, 4.2606, 4.3873000000000015]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
535,0,0.0,0,0,1,0,,1.0,,,0,2731.186612,2746.014315,14.827702999999929,2.8181000000000003,13.8276,11.0095,3.8181,13.8181,10.0,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],[],[],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
536,1,,0,0,1,0,,,,,0,2746.037312,2760.867515,14.830202999999983,2.8206,13.8301,11.0095,3.8206,13.8206,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
537,1,,1,0,0,1,0.0,,1.0,,1,2760.881212,2765.937415,5.056203000000097,2.8206,4.0561,1.2354999999999996,3.8206,3.8966,0.07600000000000008,iaa,iaa,1,,0,0,1,1,70.0,,[3.8966],[3.9408],"[3.7263, 4.0394000000000005, 4.1726, 4.2730000000000015, 4.4032]","[3.7885, 4.0929, 4.1998000000000015, 4.3172000000000015, 4.4359]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
538,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,2765.951212,2770.963715,5.012502999999923,2.8181000000000003,4.0124,1.1943,3.8181,3.9957,0.17759999999999998,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.9957, 4.119, 4.2451, 4.3965000000000005]","[4.0418, 4.1632, 4.2941, 4.4129000000000005]",[],[],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
539,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2770.978012,2775.906315,4.928303000000142,2.8181000000000003,3.9282,1.1100999999999996,3.8181,3.9115,0.09339999999999993,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.9115, 4.0375000000000005, 4.1663000000000014, 4.3026, 4.4468000000000005]","[3.9699, 4.0853, 4.2139999999999995, 4.3492000000000015, 4.4888]",[3.7857],[3.8385],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
540,1,0.0,1,0,0,1,0.0,1.0,1.0,0.0,1,2775.921212,2780.960215,5.039002999999867,2.8206,4.0389,1.2182999999999995,3.8206,3.8743,0.05370000000000008,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.6551, 3.7514, 3.8743]","[3.6646, 3.8054, 3.9291]","[3.6318, 4.0222, 4.1506, 4.2762, 4.3832, 4.5312]","[3.6668, 4.0666, 4.183, 4.3056, 4.4302, 4.5513]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
541,0,0.0,0,0,1,0,,0.0,,,0,2780.978212,2795.805915,14.827702999999929,2.8181000000000003,13.8276,11.0095,3.8181,13.8181,10.0,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],[],[],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
542,1,,1,0,0,0,1.0,,1.0,,1,2795.827812,2800.721415,4.8936029999999855,2.8206,3.8935,1.0728999999999995,3.8206,3.8768,0.056200000000000035,iaa,iaa,1,,0,0,1,1,70.0,,[],[],"[3.7332, 3.8768, 4.0028000000000015, 4.1139, 4.2477, 4.3994]","[3.7982, 3.9304, 4.0443, 4.1662, 4.2952, 4.4124]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
543,0,0.0,0,0,1,0,,1.0,,,0,2800.738212,2815.565915,14.827702999999929,2.8181000000000003,13.8276,11.0095,3.8181,13.8181,10.0,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],[],[],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
544,1,,0,0,1,0,,,,,0,2815.593312,2830.423515,14.830202999999983,2.8206,13.8301,11.0095,3.8206,13.8206,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
545,1,,1,0,0,0,1.0,,1.0,,1,2830.437612,2835.400615,4.963002999999844,2.8206,3.9629,1.1422999999999996,3.8206,3.9462,0.12559999999999993,iaa,iaa,1,,0,0,1,1,70.0,,[],[],"[3.8066, 3.9462, 4.0616, 4.1717, 4.2891, 4.4286]","[3.8543, 3.9926, 4.0909, 4.2104, 4.3392, 4.4688]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
546,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2835.416612,2840.324115,4.907502999999906,2.8181000000000003,3.9074,1.0892999999999995,3.8181,3.8907,0.0726,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.8907, 3.9983, 4.0097000000000005, 4.1221000000000005, 4.1364, 4.2711000000000015]","[3.9239, 4.0048, 4.0475, 4.1317, 4.1791, 4.2969]","[3.7304, 4.2805]","[3.7881, 4.282]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
547,0,1.0,0,0,1,0,,1.0,,,0,2840.339312,2855.167015,14.827702999999929,2.8181000000000003,13.8276,11.0095,3.8181,13.8181,10.0,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[],[],[],[],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
548,0,,1,0,0,0,1.0,,0.0,,1,2855.188212,2865.850215,10.662002999999912,2.8181000000000003,9.6619,6.843799999999999,3.8181,9.6452,5.8271000000000015,aaa,aaa,1,,0,1,0,1,-70.0,,"[9.6452, 9.9271, 10.0586, 10.1648, 10.302999999999999]","[9.6848, 9.9816, 10.0938, 10.212, 10.3219]","[9.6721, 9.7799]","[9.6806, 9.8381]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
549,0,1.0,0,0,1,0,,1.0,,,0,2865.874112,2880.701815,14.827702999999929,2.8181000000000003,13.8276,11.0095,3.8181,13.8181,10.0,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[],[],[],[],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
550,1,,1,0,0,0,1.0,,1.0,,1,2880.721812,2885.764215,5.042402999999922,2.8206,4.0423,1.2216999999999998,3.8206,4.0256,0.20499999999999965,iaa,iaa,1,,0,0,1,1,70.0,,"[4.0505, 4.1673, 4.3498, 4.468]","[4.0704, 4.2314, 4.373, 4.5225]","[4.0256, 4.3409]","[4.0736, 4.3722]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
551,1,1.0,0,0,1,0,,1.0,,,0,2885.781312,2900.611515,14.830202999999983,2.8206,13.8301,11.0095,3.8206,13.8206,10.0,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],[],[],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
552,0,,1,0,0,1,0.0,,0.0,,1,2900.624912,2905.701815,5.076902999999675,2.8181000000000003,4.0768,1.2587000000000002,3.8181,4.057,0.2389000000000001,aaa,aaa,1,,0,1,0,1,-70.0,,"[4.0601, 4.1662, 4.3051, 4.4495000000000005]","[4.0861, 4.2323, 4.3573, 4.4856]",[4.0569999999999995],[4.0826],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
553,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,2905.718412,2910.611815,4.893403000000035,2.8181000000000003,3.8933,1.0751999999999995,3.8181,3.8766,0.0585,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.7715, 3.8766, 4.0037, 4.1372, 4.2945]","[3.8058, 3.9305, 4.056, 4.1931, 4.3342]",[3.767],[3.8046],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230313-122931,2023-03-13,12:29:43.549097,13:25:29.229009
