Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,StimDur,Delay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,AWTrials,BlockLen
531,1,0.0,0,0,1,0,,1.0,,,0,3347.09853,3356.9287340000005,9.830203999999867,2.8206,8.8301,6.009499999999999,3.8206,8.8206,5.0,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.6295, 3.74]","[3.6572, 3.7636]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
532,1,,1,0,0,0,1.0,,1.0,,1,3356.9428299999995,3361.8054340000012,4.862603999999919,2.8206,3.8625,1.0418999999999996,3.8206,3.8448,0.0242,iaa,iaa,1,,0,0,1,1,70.0,,"[4.1925, 4.3365]","[4.2195, 4.3558]","[3.7145, 3.8448]","[3.7435, 3.8738]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
533,1,1.0,0,0,1,0,,1.0,,,0,3361.81843,3371.648634000001,9.830204000000322,2.8206,8.8301,6.009499999999999,3.8206,8.8206,5.0,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[9.2374, 9.3562, 9.5102, 9.6596]","[9.2475, 9.3888, 9.527, 9.6857]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
534,0,,1,0,0,0,1.0,,0.0,,1,3371.66193,3376.5802340000005,4.918303999999807,2.8181000000000003,3.9182,1.1001,3.8181,3.9015,0.0833999999999997,aaa,aaa,1,,0,1,0,1,-70.0,,"[3.7839, 3.9015, 4.0244, 4.1525]","[3.816, 3.9271, 4.05, 4.1757]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
535,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,3376.61373,3381.5503340000005,4.9366039999999884,2.8181000000000003,3.9365,1.1183999999999998,3.8181,3.9198,0.10170000000000012,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.9198, 4.0251, 4.1465000000000005]","[3.9387, 4.0478000000000005, 4.1606000000000005]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
536,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,3381.5622299999995,3386.4763340000004,4.914103999999952,2.8181000000000003,3.914,1.0958999999999994,3.8181,3.8973,0.07919999999999973,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.8013, 3.8973, 4.0111, 4.1352, 4.2698]","[3.8169999999999997, 3.9245, 4.0356000000000005, 4.1525, 4.2726000000000015]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
537,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,3386.4898299999995,3393.457134,6.967304000000241,2.8206,3.9672,1.1465999999999998,3.8206,3.9577,0.13709999999999978,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.7118, 3.8165, 3.9577, 4.0920000000000005]","[3.7393, 3.8431, 3.9657, 4.1101]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
538,0,1.0,0,1,0,0,0.0,0.0,1.0,0.0,1,3393.46773,3400.411234,6.943504000000303,2.8181000000000003,3.9434,1.1252999999999995,3.8181,3.9339,0.11580000000000013,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[3.6632],[3.6853],"[3.8005, 3.9339]","[3.8336, 3.9675]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
539,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,3400.42473,3407.365834,6.9411039999999975,2.8181000000000003,3.9410000000000003,1.1228999999999996,3.8181,3.9315,0.11339999999999995,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[3.5983],[3.6294],"[3.7808, 3.9315]","[3.8073, 3.9503]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
540,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,3407.37923,3412.2589340000004,4.879703999999948,2.8181000000000003,3.8796,1.0614999999999997,3.8181,3.8629,0.04479999999999995,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.7445, 3.8629, 4.0014, 4.1254]","[3.7718, 3.9, 4.0285, 4.1421]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
541,1,0.0,0,0,1,0,,1.0,,,0,3412.27013,3422.100334,9.830204000000322,2.8206,8.8301,6.009499999999999,3.8206,8.8206,5.0,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
542,1,,0,1,0,0,0.0,,0.0,,1,3422.11343,3430.426534,8.313104000000294,2.8206,5.3130000000000015,2.4924000000000013,3.8206,5.3035000000000005,1.4829000000000003,iaa,iaa,1,,0,0,1,1,70.0,,"[5.3035000000000005, 5.4529000000000005]","[5.3319, 5.4565]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
543,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,3430.44313,3435.549334000001,5.106203999999707,2.8206,4.1061000000000005,1.2855000000000003,3.8206,4.0884,0.2677999999999998,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.6602, 3.7854]","[3.6909, 3.8109]","[4.0884, 4.3817]","[4.1212, 4.4081]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
544,1,1.0,0,0,1,0,,1.0,,,0,3435.56253,3445.3927340000005,9.830203999999867,2.8206,8.8301,6.009499999999999,3.8206,8.8206,5.0,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
545,1,,0,1,0,0,0.0,,0.0,,1,3445.41613,3452.2733340000004,6.857203999999911,2.8206,3.8571,1.0364999999999998,3.8206,3.8476,0.02700000000000013,iaa,iaa,1,,0,0,1,1,70.0,,"[3.8476, 3.9622]","[3.8653, 3.9858]",[4.2665000000000015],[4.2936000000000005],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
546,0,1.0,0,1,0,0,0.0,0.0,1.0,0.0,1,3452.28513,3459.7196340000005,7.4345039999998335,2.8181000000000003,4.4344,1.6162999999999998,3.8181,4.4249,0.6067999999999998,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[],[],"[4.4249, 4.5861]","[4.4528, 4.5988]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
547,1,1.0,0,1,0,0,0.0,0.0,0.0,0.0,1,3459.73133,3470.293034000001,10.561703999999736,2.8206,7.5616,4.7410000000000005,3.8206,7.5521,3.7315,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[7.5521, 7.6841]","[7.5775000000000015, 7.6959]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
548,1,0.0,0,1,0,0,0.0,0.0,0.0,1.0,1,3470.3077299999995,3478.7097340000005,8.402004000000035,2.8206,5.4019,2.5813,3.8206,5.3924,1.5718,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[5.3924],[5.439500000000002],[5.7853],[5.7957],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
549,1,0.0,0,0,1,0,,0.0,,,0,3478.72373,3488.5539340000005,9.830203999999867,2.8206,8.8301,6.009499999999999,3.8206,8.8206,5.0,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
550,1,,0,0,1,0,,,,,0,3488.56593,3498.3961340000005,9.830203999999867,2.8206,8.8301,6.009499999999999,3.8206,8.8206,5.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
551,0,,1,0,0,0,1.0,,0.0,,1,3498.40953,3503.258434000001,4.848903999999948,2.8181000000000003,3.8488,1.0307,3.8181,3.8321,0.01399999999999979,aaa,aaa,1,,0,1,0,1,-70.0,,"[3.7017, 3.8321, 3.9633, 4.0907]","[3.7179, 3.8517, 3.9968, 4.1169]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
552,1,0.0,0,0,1,0,,1.0,,,0,3503.27313,3513.1033340000013,9.830203999999867,2.8206,8.8301,6.009499999999999,3.8206,8.8206,5.0,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
553,0,,0,1,0,0,0.0,,1.0,,1,3513.11533,3520.1245340000005,7.0092039999999525,2.8181000000000003,4.0091,1.1909999999999998,3.8181,3.9996,0.18149999999999966,aaa,aaa,1,,0,1,0,1,-70.0,,"[4.4095, 4.5465]","[4.4317, 4.5888]","[3.8089, 3.9996]","[3.8307, 4.0254]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
554,1,1.0,0,1,0,0,0.0,0.0,0.0,0.0,1,3520.13703,3528.466334,8.32930400000032,2.8206,5.3292,2.5086,3.8206,5.3197,1.4991,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[5.3197, 5.4391]","[5.3514, 5.4657]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
555,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,3528.47793,3535.5883340000005,7.110404000000018,2.8181000000000003,6.1103000000000005,3.2922,3.8181,6.0936,2.2755,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[6.0936, 6.201300000000002, 6.3172000000000015, 6.4478]","[6.1204, 6.2256, 6.3352, 6.4676]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
556,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,3535.7164299999995,3542.5995340000004,6.883104000000002,2.8206,3.883,1.0623999999999998,3.8206,3.8735,0.05290000000000017,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.7622, 3.8735, 3.9858]","[3.7833, 3.8977, 4.0089000000000015]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
557,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,3542.61043,3547.532934000001,4.922503999999663,2.8181000000000003,3.9224,1.1042999999999998,3.8181,3.9057,0.08760000000000012,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.9057, 4.0159, 4.1212, 4.2432]","[3.9241, 4.0354, 4.1425, 4.256]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
558,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,3547.54483,3552.407434,4.862604000000374,2.8181000000000003,3.8625,1.0443999999999996,3.8181,3.8458,0.02769999999999984,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.6415, 3.7472, 3.8458, 3.9703, 4.2098, 4.3402]","[3.6574, 3.7687, 3.8771, 3.9934, 4.2317, 4.359]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
559,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,3552.42313,3559.461434000001,7.038303999999697,2.8206,4.0382,1.2175999999999996,3.8206,4.0287000000000015,0.2081000000000004,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[4.0287000000000015],[4.0536],[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
560,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,3559.47373,3568.016735,8.543004999999994,2.8181000000000003,7.5429,4.7248,3.8181,7.5262,3.7081,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[7.5262, 7.6485, 7.7823]","[7.5564, 7.6720000000000015, 7.7863000000000016]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
561,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,3568.03303,3572.9635340000004,4.930503999999928,2.8181000000000003,3.9304,1.1122999999999998,3.8181,3.9137,0.09560000000000013,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.9137, 4.0555, 4.5252]","[3.9369, 4.0721, 4.5451000000000015]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
562,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,3572.9754299999995,3581.578235,8.602804999999991,2.8206,5.6027000000000005,2.7821,3.8206,5.5932,1.7726000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[5.5932, 5.7137]","[5.6159, 5.7416]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230320-105201,2023-03-20,10:52:13.178392,11:51:59.240336,,
0,0,,0,1,0,0,0.0,,1.0,,1,0.335332,7.497435,7.162103,2.8181000000000003,4.162,1.3438999999999997,3.8253,4.1525,0.3271999999999995,aaa,aaa,1,,0,1,0,1,-70.0,,"[2.6718, 2.8324000000000003, 4.3308, 4.4737, 4.5952, 4.73, 4.8697, 5.0024000000000015, 5.8925, 6.0547, 6.669300000000002]","[2.7003, 2.9116, 4.407, 4.5259, 4.6488000000000005, 4.7808, 4.9143, 5.0440000000000005, 5.9393, 6.1006, 6.7284000000000015]","[3.0844, 3.2789, 3.4438, 3.7924, 4.1525, 5.7275, 6.259600000000002, 6.491300000000002]","[3.1272, 3.3325, 3.4947000000000004, 3.8329, 4.2088, 5.7937, 6.3167, 6.5432000000000015]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230321-101850,2023-03-21,10:19:02.295352,10:55:50.606920,,
1,1,1.0,0,1,0,0,0.0,0.0,0.0,0.0,1,7.512331,14.721635,7.209303999999999,2.8206,4.2092,1.3885999999999998,3.8288,4.1997,0.3708999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.1997, 5.4276, 5.5588000000000015, 5.6839, 5.8205]","[4.2414000000000005, 5.4703, 5.5893000000000015, 5.7202, 5.8548]","[4.3254, 4.4436, 4.5635, 4.6846000000000005, 4.8014, 4.9274, 5.0371000000000015]","[4.367, 4.481, 4.6033, 4.7222, 4.8417, 4.9611, 5.0757]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230321-101850,2023-03-21,10:19:02.295352,10:55:50.606920,,
2,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,14.735031,19.907235,5.172204000000002,2.8181000000000003,4.1721,1.354,3.8253,4.1625000000000005,0.33720000000000017,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1625000000000005, 4.2678, 4.3809000000000005, 4.4963000000000015, 4.6161, 4.7426, 4.8702000000000005, 4.9982000000000015, 5.1205]","[4.2051, 4.3113, 4.4252, 4.5415, 4.6575000000000015, 4.7804, 4.9107, 5.0344000000000015, 5.1641]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230321-101850,2023-03-21,10:19:02.295352,10:55:50.606920,,
3,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,19.919231,27.096735,7.177503999999999,2.8206,4.1774,1.3567999999999991,3.8288,4.1679,0.3391000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.1679, 4.2941, 4.4052, 4.5572, 4.6626, 4.7679, 6.5706000000000016]","[4.2101000000000015, 4.3328000000000015, 4.4453000000000005, 4.5765, 4.6703, 4.7825000000000015, 6.6134]","[4.931, 5.0757, 5.1988, 5.3346, 5.4593, 5.5707, 5.7143000000000015, 5.8478, 5.9912, 6.1547, 6.2979]","[4.9653, 5.1188, 5.2455, 5.377999999999999, 5.4948000000000015, 5.6202000000000005, 5.7554, 5.8866000000000005, 6.0312, 6.1942, 6.3334]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230321-101850,2023-03-21,10:19:02.295352,10:55:50.606920,,
4,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,27.107931,32.286835,5.178904000000003,2.8181000000000003,4.1788,1.3606999999999996,3.8253,4.1692,0.34389999999999965,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1692, 4.2650000000000015, 4.3715, 4.4868000000000015, 4.6034000000000015, 4.7307000000000015, 4.8584000000000005, 4.9842]","[4.2065, 4.3067, 4.4167000000000005, 4.5306000000000015, 4.6464, 4.7620000000000005, 4.8679000000000014, 5.0202]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230321-101850,2023-03-21,10:19:02.295352,10:55:50.606920,,
5,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,32.298631,37.605435,5.3068040000000005,2.8206,4.3067,1.4861,3.8288,4.2971,0.4683000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.2971, 4.3066, 4.4041000000000015, 4.5173000000000005, 4.6286000000000005, 4.7529, 4.8848, 5.0491]","[4.3035000000000005, 4.3331, 4.4486, 4.5624, 4.6811, 4.7985000000000015, 4.9218, 5.0642000000000005]",0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230321-101850,2023-03-21,10:19:02.295352,10:55:50.606920,,
6,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,37.660131,42.873035,5.212904000000002,2.8181000000000003,4.2128000000000005,1.3947000000000005,3.8253,4.2032,0.37789999999999946,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.2032, 4.3104000000000005, 4.4238, 4.5593, 4.6666, 4.8083, 4.9578000000000015, 5.0903]","[4.248, 4.3573, 4.4803000000000015, 4.5913, 4.7203, 4.8454000000000015, 4.9819, 5.1319]",[],[],0.0072,0.0082,20,0.5,2.0,0.0,0,0,1,0,1,5,1,0,0,0.0,0.5,0,0.5,0.5,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230321-101850,2023-03-21,10:19:02.295352,10:55:50.606920,,
