Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,Evidence,EviRep,Coherence,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Substage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
274,0,0.0,0,1,0,,0.0,0.0,1.0,1.0,1,2492.698611,2503.483013,10.784402000000226,3.3264,4.7844000000000015,1.4580000000000015,4.4859,4.7749000000000015,0.2890000000000006,ano,ano,-1.0,-1.0,0.0,[],[],[4.7749000000000015],[4.8311],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
275,0,0.0,1,0,0,,1.0,0.0,0.0,0.0,1,2503.494311,2512.369814,8.875503000000208,3.327,4.3365,1.0095,4.4865,4.8583,0.37179999999999946,aqn,aqn,-1.0,-1.0,0.0,[4.8583],[4.9141],[],[],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
276,0,1.0,0,0,1,,,1.0,,,0,2512.380911,2521.871513,9.490601999999852,3.3216,5.4906000000000015,2.1690000000000014,4.4811000000000005,5.4811000000000005,1.0,cgd,cgd,-0.8,0.8,0.09999999999999998,[],[],[],[],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
277,1,,0,1,0,,0.0,,0.0,,1,2521.882111,2532.714913,10.8328019999999,3.3307,4.8328000000000015,1.502100000000001,4.4902000000000015,4.8233000000000015,0.33309999999999995,ufq,ufq,1.0,,1.0,"[4.8233000000000015, 4.9574, 5.0513, 5.1818, 5.292999999999999, 5.4278]","[4.8753, 4.9708000000000006, 5.096, 5.2156, 5.3353, 5.4590000000000005]",[],[],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
278,0,1.0,1,0,0,,1.0,0.0,0.0,1.0,1,2532.725611,2541.881913,9.156302000000323,3.3191,4.3286,1.0094999999999996,4.4786,5.1391,0.6604999999999999,cab,cab,-0.8,0.8,0.09999999999999998,"[5.1391, 5.2922, 5.5614, 5.7108]","[5.1831000000000005, 5.3254, 5.6051, 5.7425000000000015]",[],[],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
279,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,2541.893111,2550.845113,8.952001999999991,3.3213000000000004,4.3308,1.0094999999999996,4.4808,4.9348,0.4539999999999997,bef,bef,-0.9,0.9,0.04999999999999999,[4.9348],[4.977],[],[],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
280,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,2550.867211,2559.878713,9.011501999999835,3.3237,4.3332000000000015,1.0095000000000014,4.4832,4.9943,0.5110999999999999,ben,ben,-0.9,0.9,0.04999999999999999,"[4.9943, 5.2247, 5.3448]","[5.0563, 5.257999999999999, 5.3776]",[],[],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
281,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,2559.894211,2570.774813,10.880602000000179,3.3336,4.8806,1.5470000000000002,4.4931,4.8711,0.3780000000000001,trp,trp,0.9,-0.9,0.95,"[4.8711, 4.9996]","[4.9082, 5.0268000000000015]",[],[],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
282,1,0.0,1,0,0,,1.0,0.0,1.0,0.0,1,2570.807311,2579.551913,8.744601999999759,3.3310000000000004,4.3405000000000005,1.0095,4.4905,4.7297,0.2392000000000003,tlm,tlm,0.9,-0.9,0.95,[],[],"[4.7297, 4.8935, 4.9998000000000005, 5.1201, 5.2457]","[4.8026, 4.9244, 5.0385, 5.152, 5.2662]",10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
283,1,1.0,0,1,0,,0.0,1.0,0.0,0.0,1,2579.562811,2590.396613,10.833802000000103,3.3286,4.8338,1.5052000000000003,4.4881,4.8243,0.33619999999999983,tcn,tcn,0.9,0.9,0.95,[4.8243],[4.8351000000000015],"[4.9479000000000015, 5.1348]","[5.0099, 5.1732000000000005]",10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
284,0,1.0,0,0,1,,,0.0,,,0,2590.417311,2599.907213,9.489901999999804,3.3209,5.4899,2.169,4.4804,5.4804,1.0,bfd,bfd,-0.9,0.9,0.04999999999999999,[],[],[],[],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
285,0,,0,0,1,,,,,,0,2599.919811,2609.413713,9.493901999999707,3.3249,5.4939,2.169,4.4844,5.4844,1.0,ase,ase,-1.0,,0.0,[],[],[],[],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
286,1,,1,0,0,,1.0,,1.0,,1,2609.424611,2618.199313,8.774702000000161,3.3334,4.3429,1.0095,4.4929000000000014,4.7598,0.2668999999999997,tsn,tsn,0.9,,0.95,[],[],"[4.7598, 4.9931, 5.099, 5.2201, 5.3466000000000005]","[4.8167, 5.0237, 5.1387, 5.2579, 5.3783]",10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
287,0,0.0,0,1,0,,0.0,1.0,1.0,1.0,1,2618.209611,2628.963113,10.753501999999573,3.3253000000000004,4.7535,1.4281999999999997,4.4848,4.7440000000000015,0.2592000000000008,cqf,cqf,-0.8,-0.8,0.09999999999999998,[],[],[4.7440000000000015],[4.7922],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
288,0,0.0,0,0,1,,,0.0,,,0,2628.977811,2638.472913,9.495101999999859,3.3261000000000003,5.4951,2.169,4.4856,5.4856000000000025,1.0000000000000009,bir,bir,-0.9,-0.9,0.04999999999999999,[],[],[],[],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
289,0,,0,0,1,,,,,,0,2638.483611,2647.981113,9.497501999999713,3.3285,5.4975000000000005,2.1690000000000005,4.488,5.488,1.0,cpr,cpr,-0.8,,0.09999999999999998,[],[],[],[],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
290,0,,0,0,1,,,,,,0,2648.002311,2657.495913,9.49360200000001,3.3246,5.4936000000000025,2.1690000000000014,4.4841000000000015,5.4841000000000015,1.0,cep,cep,-0.8,,0.09999999999999998,[],[],[],[],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
291,1,,1,0,0,,1.0,,1.0,,1,2657.507811,2666.355213,8.847401999999875,3.3307,4.3402,1.0095,4.4902000000000015,4.8325000000000005,0.3422999999999998,ulk,ulk,1.0,,1.0,[],[],"[4.8325000000000005, 5.2495, 5.3642]","[4.8595000000000015, 5.2633, 5.3862000000000005]",10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
292,0,0.0,0,0,1,,,1.0,,,0,2666.366411,2675.863013,9.496602000000166,3.3276000000000003,5.4966,2.169,4.4871,5.4871,1.0,btl,btl,-0.9,-0.9,0.04999999999999999,[],[],[],[],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
293,1,,1,0,0,,1.0,,1.0,,1,2675.873311,2684.666313,8.793002000000344,3.3316000000000003,4.3411,1.0094999999999996,4.4911,4.7781,0.2869999999999999,tir,tir,0.9,,0.95,[],[],"[4.7781, 5.041, 5.1521, 5.2756]","[4.8426, 5.0691000000000015, 5.1851, 5.3073000000000015]",10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
294,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,2684.676511,2693.422613,8.746102000000063,3.3312,4.3407,1.0095,4.4907,4.7312,0.24049999999999996,upi,upi,1.0,1.0,1.0,[],[],"[4.7312, 4.9663, 5.0808, 5.2212000000000005]","[4.7940000000000005, 4.997, 5.1088000000000005, 5.2309]",10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
295,0,0.0,0,0,1,,,1.0,,,0,2693.435311,2702.929214,9.493902999999593,3.3249,5.4939,2.169,4.4844,5.4844,1.0,arf,arf,-1.0,-1.0,0.0,[],[],[],[],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
296,1,,1,0,0,,1.0,,1.0,,1,2702.940511,2711.755013,8.814502000000175,3.3262,4.3357,1.0095,4.4857000000000005,4.7996,0.3138999999999994,tfc,tfc,0.9,,0.95,[],[],"[4.7996, 5.0441]","[4.8525, 5.0732]",10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
297,0,0.0,0,1,0,,0.0,1.0,1.0,1.0,1,2711.766811,2722.620113,10.853301999999983,3.3235,4.8533,1.5297999999999998,4.4830000000000005,4.8438,0.36079999999999934,cgj,cgj,-0.8,-0.8,0.09999999999999998,[],[],"[4.8438, 5.0028000000000015]","[4.8944, 5.0374]",10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
298,0,0.0,0,0,1,,,0.0,,,0,2722.630811,2732.122113,9.491301999999905,3.3223000000000003,5.4913,2.169,4.4818,5.4818000000000024,1.0000000000000009,cfg,cfg,-0.8,-0.8,0.09999999999999998,[],[],[],[],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
299,0,,0,1,0,,0.0,,1.0,,1,2732.132511,2742.881813,10.749302000000169,3.3281,4.7493,1.4211999999999998,4.4876000000000005,4.7398,0.2521999999999993,asp,asp,-1.0,,0.0,[],[],[4.7398],[4.8081000000000005],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
300,0,0.0,0,0,1,,,0.0,,,0,2742.892811,2752.384313,9.491501999999855,3.3225,5.4915,2.1690000000000005,4.482,5.482,1.0,aig,aig,-1.0,-1.0,0.0,[],[],[],[],10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
301,1,,1,0,0,,1.0,,1.0,,1,2752.395511,2761.171313,8.775801999999656,3.3328,4.3423,1.0094999999999996,4.4923,4.7609,0.26860000000000017,suk,suk,0.8,,0.9,[],[],"[4.7609, 4.9987, 5.1240000000000006, 5.2512]","[4.8076, 5.0349, 5.1538, 5.2784]",10,0.5,2.0,0.5,4,2,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210716-152516,2021-07-16,15:25:25.589211,16:11:36.405898
0,0,,1,0,0,,1.0,,0.0,,1,0.338912,8.071014,7.732102,3.4419999999999997,,,3.6997,3.7149,0.015200000000000102,dgk,dgk,-0.75,,0.125,"[3.7149, 3.7284, 3.7394, 4.0377, 4.1197, 4.2345000000000015, 4.3474, 4.4665, 4.5829, 4.9442, 5.0845, 5.1979000000000015, 5.3229999999999995, 5.4516, 5.5826, 5.7078000000000015]","[3.7196, 3.7393, 3.9725, 4.0489999999999995, 4.1619, 4.2726000000000015, 4.3903, 4.503, 4.6114000000000015, 5.0037, 5.1232000000000015, 5.2410000000000005, 5.3666, 5.4918000000000005, 5.6043, 5.7329]","[3.7205, 4.5969000000000015, 4.6984, 4.8149000000000015]","[3.8135, 4.6101, 4.7279, 4.8610000000000015]",10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
1,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,8.082011999999999,16.731114,8.649102000000001,3.3295000000000003,4.3389999999999995,1.0095,4.4944000000000015,4.6342,0.13979999999999926,umf,umf,1.0,-1.0,1.0,[],[],"[4.6342, 4.7611, 4.862, 4.9778, 5.093, 5.2101000000000015, 5.327000000000001, 5.4639999999999995, 5.599]","[4.6954, 4.7966000000000015, 4.9123, 5.0267, 5.1395, 5.2523, 5.3703, 5.4877, 5.6107000000000005]",10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
2,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,16.741912,25.261714,8.519802000000002,3.3236000000000003,4.3331,1.0094999999999996,4.4908,4.5026,0.011800000000000031,dob,dob,-0.75,-0.75,0.125,"[4.5026, 4.5135000000000005, 4.5459000000000005, 4.5508000000000015, 4.6917, 4.7002000000000015, 4.7114, 4.7202, 4.731, 4.8268, 4.9317, 5.043, 5.1463, 5.2635000000000005, 5.3723, 5.4885, 5.6138, 5.8476, 5.9935, 6.1563]","[4.508, 4.5417000000000005, 4.5498, 4.6874, 4.697, 4.7073, 4.7187, 4.7275, 4.7721, 4.8665, 4.9649, 5.0695000000000014, 5.1797, 5.2987, 5.4122, 5.5310000000000015, 5.6268, 5.8924, 6.0404, 6.1768]","[4.6232000000000015, 5.6166, 5.7282, 6.1668]","[4.6665, 5.644, 5.7671, 6.1764]",10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
3,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,25.272612,33.941814,8.669202000000002,3.3325,4.3420000000000005,1.0095000000000005,4.4974,4.6543,0.15690000000000026,ujs,ujs,1.0,-1.0,1.0,[5.9324],[5.977600000000002],"[4.6543, 4.792, 4.899100000000002, 5.0169000000000015, 5.1359, 5.245, 5.3729000000000005, 5.5066000000000015]","[4.7233, 4.8303, 4.9449000000000005, 5.0586, 5.1756, 5.2881, 5.4025, 5.5212]",10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
4,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,33.952312,42.598914,8.646602000000001,3.3322000000000003,4.3417,1.0095,4.4971000000000005,4.6317,0.13459999999999986,ujr,ujr,1.0,1.0,1.0,[],[],"[4.6317, 4.7848000000000015, 4.8903, 5.0082, 5.1202000000000005, 5.2443, 5.3805000000000005]","[4.7144, 4.8258, 4.9351, 5.0512000000000015, 5.159, 5.2738000000000005, 5.3892000000000015]",10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
5,0,0.0,0,1,0,,0.0,1.0,1.0,1.0,1,42.609012,53.250514,10.641502000000004,3.3287,4.6415000000000015,1.3128000000000006,4.4959,4.6320000000000014,0.13610000000000078,aup,aup,-1.0,-1.0,0.0,"[4.6978, 4.7926, 4.9385, 5.0579, 5.1865000000000006, 5.307, 5.4312000000000005]","[4.7197000000000005, 4.8678, 4.9843, 5.1056, 5.231, 5.3504000000000005, 5.476]",[4.6320000000000014],[4.716],10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
6,0,0.0,0,1,0,,0.0,0.0,1.0,1.0,1,53.261312,63.915714,10.654402000000003,3.3233,4.6544,1.3310999999999995,4.4905,4.6449,0.15439999999999987,doa,doa,-0.75,-0.75,0.125,"[4.7198, 4.8255, 4.9844, 5.1212, 5.2616000000000005]","[4.7393, 4.8968, 5.0296, 5.1631, 5.3117]",[4.6449],[4.7338000000000005],10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
7,0,0.0,1,0,0,,1.0,0.0,0.0,0.0,1,63.926012,72.877314,8.951301999999998,3.3207,4.3302000000000005,1.0095000000000005,4.4879,4.9341,0.44620000000000015,cag,cag,-0.8,-0.8,0.09999999999999998,"[4.9341, 5.0551, 5.1392000000000015, 5.2572, 5.3774000000000015, 5.5028000000000015, 5.6436]","[4.9831, 5.0785, 5.1848, 5.3046000000000015, 5.4188, 5.5412, 5.6737]",[],[],10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
8,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,72.887712,84.026414,11.13870200000001,3.3316000000000003,5.1387,1.8071,4.4965,5.1292,0.6326999999999998,rkr,rkr,0.75,-0.75,0.875,[5.1292],[5.1919],[],[],10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
9,1,0.0,1,0,0,,1.0,0.0,1.0,0.0,1,84.036012,92.775814,8.739801999999997,3.3310000000000004,4.3405000000000005,1.0095000000000005,4.4959,4.7249,0.2290000000000001,seu,seu,0.8,-0.8,0.9,[],[],"[4.7249, 4.904, 5.0357, 5.1545000000000005, 5.2773, 5.4196]","[4.8221, 4.9645, 5.0829, 5.1979999999999995, 5.3121, 5.4323000000000015]",10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
10,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,92.786512,101.309614,8.523101999999994,3.3262,4.3357,1.0095,4.4934,4.5059000000000005,0.012500000000000178,cnl,cnl,-0.8,-0.8,0.09999999999999998,"[4.5059000000000005, 4.5182, 4.5354, 4.5551, 4.7412, 4.7505000000000015, 4.7929, 4.8898, 4.9957, 5.0951, 5.2073, 5.3267000000000015, 5.4478, 5.5828000000000015, 6.3370000000000015, 6.4568]","[4.513, 4.5287000000000015, 4.5468, 4.7274, 4.7433000000000005, 4.7525, 4.8299, 4.9249, 5.0218, 5.131, 5.2488, 5.3704, 5.4876000000000005, 5.5951, 6.3690000000000015, 6.5062000000000015]","[4.6307, 4.699, 5.5834, 5.7096]","[4.6584, 4.7064, 5.601, 5.7241]",10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
11,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,101.319812,111.900314,10.580501999999996,3.3268,4.5805,1.2536999999999998,4.4863,4.5710000000000015,0.08470000000000066,ugc,ugc,1.0,-1.0,1.0,"[4.5710000000000015, 4.7309, 4.8659]","[4.6355, 4.7901, 4.9161]",[],[],10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
12,1,0.0,0,1,0,,0.0,0.0,0.0,1.0,1,111.910412,122.500014,10.589602000000001,3.3289,4.5896,1.2607,4.4884,4.5801,0.09169999999999943,sfm,sfm,0.8,-0.8,0.9,"[4.5801, 4.7474, 4.8806, 5.0155, 5.1449, 5.2786, 5.4537]","[4.6503000000000005, 4.7971, 4.9327000000000005, 5.0606, 5.1973, 5.33, 5.4734]",[],[],10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
13,0,1.0,1,0,0,,1.0,0.0,0.0,1.0,1,122.51001200000002,131.227914,8.717901999999995,3.3246,4.3341,1.0095,4.4841000000000015,4.7007,0.21659999999999968,cbs,cbs,-0.8,0.8,0.09999999999999998,"[4.7007, 4.8464, 4.9517000000000015, 5.0775000000000015, 5.1951, 5.3176000000000005, 5.4531]","[4.7703000000000015, 4.8787, 4.9995, 5.1212, 5.2392, 5.3632, 5.483700000000002]",[],[],10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
14,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,131.238312,141.84711399999998,10.608801999999997,3.3312,4.6088000000000005,1.2776000000000003,4.4907,4.5993,0.10860000000000004,rth,rth,0.75,-0.75,0.875,"[4.5993, 4.7755, 4.9471, 7.1844, 7.416, 7.5779]","[4.6564000000000005, 4.8339, 5.0049, 7.240900000000001, 7.4727000000000015, 7.6416]","[7.3511000000000015, 7.4584]","[7.382999999999999, 7.4633]",10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
15,1,0.0,0,1,0,,0.0,0.0,0.0,1.0,1,141.857512,152.47571399999998,10.618201999999997,3.3337000000000003,4.6182,1.2844999999999995,4.4932,4.6087,0.11549999999999995,sun,sun,0.8,-0.8,0.9,[4.6087],[4.689500000000002],[],[],10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
16,1,0.0,0,1,0,,0.0,0.0,0.0,1.0,1,152.48611200000005,163.162614,10.676502000000001,3.3267,4.6765,1.3497999999999997,4.4862,4.667,0.18079999999999966,reh,reh,0.75,-0.75,0.875,"[4.667, 4.8412000000000015]","[4.7421000000000015, 4.8943]",[],[],10,0.5,2.0,0.5,4,3,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210720-161023,2021-07-20,16:10:32.222186,16:27:11.504739
