Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,Wait,TrialLag,K,RewardSize
331,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,2468.916812,2474.045515,5.12870299999986,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1215,0.29389999999999983,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1215, 4.25, 4.3601, 4.4853000000000005, 4.6153, 4.7459, 4.8945, 5.0203000000000015]","[4.1872, 4.2922, 4.4085, 4.5353, 4.6604, 4.7940000000000005, 4.9212, 5.0806]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
332,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2474.0559120000007,2479.227815,5.171903000000384,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1641,0.3340000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1641, 4.2831, 4.3967, 4.5212, 4.6417, 4.7836, 4.9245]","[4.2090000000000005, 4.328, 4.4458, 4.5696, 4.7009, 4.8406, 4.9779]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
333,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,2479.2389120000007,2486.352715,7.113803000000187,2.8181000000000003,4.1137000000000015,1.2956000000000012,3.8276,4.1136,0.2859999999999996,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.5356000000000005],[4.5889999999999995],"[4.1136, 4.2197000000000005, 4.3493, 4.8336000000000015]","[4.1532, 4.2676, 4.3978, 4.8767000000000005]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
334,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,2486.3619120000008,2493.521315,7.159403000000111,2.8181000000000003,4.1593,1.3411999999999995,3.8276,4.1592,0.3315999999999999,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.4732],[4.5109],"[4.1592, 4.2787000000000015, 4.6185]","[4.2015, 4.3198, 4.6652000000000005]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
335,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,2493.530912,2498.689515,5.158602999999856,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1508,0.3207,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1508, 4.2555000000000005, 4.3657, 4.4956000000000005, 4.6113, 4.7399, 4.8740000000000006]","[4.1934000000000005, 4.2959000000000005, 4.4138, 4.5401, 4.6644000000000005, 4.7903, 4.9254000000000016]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
336,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2498.699112,2503.826215,5.127103000000262,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1199,0.2923,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1199, 4.2043, 4.3257, 4.4556, 4.5788, 4.7102, 4.8485000000000005, 4.9782]","[4.1272, 4.2598, 4.3776, 4.5043000000000015, 4.6309000000000005, 4.7591, 4.8931, 5.0235]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
337,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2503.839112,2508.959015,5.119902999999795,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1127,0.2850999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1127, 4.2003, 4.3184000000000005, 4.4455, 4.5825000000000005, 4.7193000000000005]","[0.0203, 4.1365, 4.2479000000000005, 4.3672, 4.4985, 4.633, 4.7686]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
338,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2508.973312,2514.115315,5.142002999999932,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1342,0.3040999999999996,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1342, 4.2432, 4.3602, 4.4832, 4.6132, 4.7446, 5.0082]","[4.1759, 4.2886000000000015, 4.4071, 4.5332, 4.6643, 4.7945, 5.0608]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
339,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2514.126912,2519.303115,5.176202999999988,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1690000000000005,0.3414000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1690000000000005, 4.1855, 4.3034, 4.4339, 4.5621, 4.6989]","[4.1786, 4.2296000000000005, 4.3535, 4.4851, 4.6123, 4.7548]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
340,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2519.312412,2524.478015,5.165602999999919,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1578,0.3276999999999997,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1578, 4.2655, 4.3794, 4.5068, 4.638, 4.7662, 4.9006]","[4.1986, 4.3071, 4.4292, 4.5602, 4.6842000000000015, 4.8153000000000015, 4.9497]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
341,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,2524.491212,2529.657115,5.165903000000071,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1581,0.32799999999999985,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1581, 4.2672, 4.3894, 4.5095, 4.6326, 4.7674]","[4.1992, 4.3121, 4.4378, 4.5585, 4.6848, 4.8209]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
342,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2529.667012,2534.777915,5.110903000000236,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1037,0.2760999999999996,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1037, 4.211, 4.3473000000000015, 4.4477, 4.5726, 4.7010000000000005, 4.843, 4.9797]","[4.1431, 4.258, 4.378, 4.4974, 4.6228, 4.7518, 4.8909, 5.0277]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
343,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2534.790612,2539.966015,5.1754030000001885,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1682000000000015,0.34060000000000024,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1682000000000015, 4.309, 4.4286, 4.5524, 4.6788, 4.8137, 4.9657, 5.0919]","[4.232, 4.3564, 4.4769000000000005, 4.5995, 4.7247, 4.8607000000000005, 4.988, 5.1495000000000015]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
344,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2539.9770120000007,2545.082815,5.105803000000378,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.0986,0.2709999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.0986, 4.1738, 4.3017, 4.417, 4.5393, 4.6720000000000015, 4.8141, 4.9458]","[4.1052, 4.2325, 4.3461, 4.4626, 4.5878000000000005, 4.7181000000000015, 4.8580000000000005, 4.9938]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
345,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2545.092712,2550.263915,5.171202999999878,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1640000000000015,0.33640000000000025,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1640000000000015, 4.2894000000000005, 4.4142, 4.5413000000000014, 4.6698, 4.8013, 4.9523, 5.0899]","[4.2229, 4.3379, 4.4601000000000015, 4.5881, 4.7179, 4.8528, 4.9986000000000015, 5.1489]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
346,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2550.272812,2555.441515,5.168702999999823,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1609,0.33079999999999954,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1609, 4.2725, 4.3857, 4.5153, 4.7921000000000005]","[4.2022, 4.3202, 4.4359, 4.5679, 4.8408000000000015]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
347,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,2555.4525120000008,2562.563815,7.111303000000135,2.8206,4.1112,1.2906,3.8301,4.1111,0.2810000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.1111, 4.2017, 4.4065, 4.5254]","[4.1291, 4.2995, 4.4381, 4.5797]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
348,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,2562.574712,2567.692915,5.118202999999994,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1110000000000015,0.28339999999999943,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.111000000000001, 4.2066, 4.2241, 4.3576000000000015, 4.4779, 4.6092, 4.7506, 4.8777, 5.0304]","[4.1273, 4.2153, 4.2811, 4.4055, 4.5322000000000005, 4.6651, 4.7977, 4.9337, 5.0698]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
349,0,1.0,0,1,0,0,0.0,1.0,1.0,0.0,1,2567.702812,2574.861415,7.158602999999857,2.8181000000000003,4.1585,1.3403999999999998,3.8276,4.1584,0.3308,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[4.4293000000000005],[4.4714],"[4.1584, 4.2545]","[4.1822, 4.2973]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
350,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,2574.874112,2579.989315,5.115202999999838,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1080000000000005,0.2804000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1080000000000005, 4.2043, 4.323, 4.4438, 4.5794000000000015, 4.7113000000000005]","[4.1375, 4.2518, 4.3685, 4.4951, 4.625, 4.7547000000000015]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
351,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2579.999012,2585.174415,5.175402999999734,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1676,0.3374999999999999,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1676, 4.2807, 4.3985, 4.5171, 4.6398, 4.7685]","[4.2112, 4.3260000000000005, 4.4448, 4.567, 4.6885, 4.8187000000000015]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
352,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,2585.187012000001,2592.424015,7.237003000000186,2.8181000000000003,4.2369,1.4188,3.8276,4.2368000000000015,0.4092000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.4493, 4.5494, 4.7371, 5.0335]","[4.4595, 4.6370000000000005, 4.7942, 5.0895]",[4.2368000000000015],[4.287],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
353,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,2592.433312,2597.599515,5.1662029999997685,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1584,0.32830000000000004,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1584, 4.2650000000000015, 4.3782000000000005, 4.5009000000000015, 4.6202000000000005, 4.7514, 5.0121]","[4.2001, 4.3092000000000015, 4.4246, 4.5495, 4.6736, 4.8031000000000015, 5.0632]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
354,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,2597.676312,2602.833715,5.157403000000159,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1496,0.3195000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1496, 4.2607, 4.3777, 4.4927, 4.6185, 4.7527]","[4.1933, 4.3068, 4.4238, 4.5448, 4.6717, 4.8036]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
355,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2602.844112,2607.991115,5.147002999999586,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1398,0.3121999999999998,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1398, 4.2688000000000015, 4.3887, 4.5123000000000015, 4.6491, 4.7894000000000005]","[4.2003, 4.3189, 4.4363, 4.5604000000000005, 4.6979000000000015, 4.8437]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
356,0,1.0,0,1,0,0,0.0,1.0,1.0,0.0,1,2608.002712,2615.163915,7.161203000000112,2.8181000000000003,4.1611,1.3430000000000002,3.8276,4.1610000000000005,0.3334000000000001,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.3618000000000015, 4.4685000000000015, 4.4965]","[4.3679000000000014, 4.4707, 4.5449]",[4.1610000000000005],[4.1998000000000015],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
357,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,2615.174212,2620.296515,5.122303000000102,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1151,0.28749999999999964,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1151, 4.1909, 4.3208, 4.4434000000000005, 4.5646, 4.6956000000000016, 4.8334, 4.9643000000000015, 5.1094]","[4.1194000000000015, 4.2496, 4.3704, 4.4901, 4.6134, 4.7422, 4.8806, 5.0101]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
358,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2620.3075120000008,2625.415315,5.107803000000331,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1000000000000005,0.26990000000000025,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[0.008700000000000001],"[4.1000000000000005, 4.1812000000000005, 4.2814000000000005, 4.3976000000000015, 4.5233, 4.649, 4.7828, 4.9101]","[4.1167, 4.2193000000000005, 4.3267, 4.4483000000000015, 4.5722000000000005, 4.6982, 4.8327, 4.9648]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
359,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2625.424912,2630.689715,5.264803000000029,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.2576,0.4299999999999997,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.2576, 4.3616, 4.4852, 4.6059, 4.7313, 4.8655, 4.9943, 5.1246]","[4.2728, 4.4205000000000005, 4.5343, 4.6541000000000015, 4.7798, 4.9113000000000016, 5.0401, 5.1768]",[],[],0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
360,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2630.700612,2635.842915,5.1423030000000844,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1345,0.3043999999999998,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1345, 4.243, 4.3551, 4.4767, 4.6013, 4.7277000000000005, 4.8696, 5.0088]","[4.1775, 4.2807, 4.4032, 4.5264000000000015, 4.654, 4.7833000000000006, 4.9217, 5.0647]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
361,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,2635.852412,2641.034715,5.1823029999995915,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1745,0.3443999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1745, 4.2921000000000005, 4.4075000000000015, 4.5432000000000015, 4.6767, 4.8069000000000015]","[4.2232, 4.3425, 4.4661, 4.5952, 4.729, 4.8643]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
362,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,2641.049812,2646.350515,5.300702999999885,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.2929,0.4628000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.2929, 4.3749, 4.5082, 4.6264, 4.7592, 4.8892000000000015, 5.029]","[4.3009, 4.4288, 4.5579, 4.6846000000000005, 4.8183, 4.9449000000000005, 5.0856]",0.0071,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240422-172134,2024-04-22,17:21:46.692540,19:02:48.817652,10.0,,,
